"Verification Batch ID","Source ID","Counted Sample ID","Existing or New","URL or Official Record Identifier","Publisher/Institution","Source Origin Group","Source Type","Primary/Official Classification","Accessibility Result","Final URL","Redirect Observed","Identity Result","Claim Support Result","Qualifies as Activity Signal","Independence Pair ID","Reviewer Agent ID","Review Date","Review Time","Final Review Status","Notes"
"MV-A","SRC-DEC-STUDIO-NAME-001-011","CNT-DEC-STUDIO-NAME-001-006","EXISTING","https://www.sega.com/","Sega","ORG:www.sega.com","Official organisation source","PRIMARY/OFFICIAL","ACCESS_BLOCKED","https://www.sega.com/","NO","RECHECK_REQUIRED","RECHECK_REQUIRED","NO","MV-A-PAIR-006","independent-market-evidence-verification-reviewer","2026-08-10","10:35:13+03:00","NEEDS_RECHECK","Live request was blocked or transport/redirect completion was inconclusive: 429"
"MV-A","SRC-DEC-STUDIO-NAME-001-012","CNT-DEC-STUDIO-NAME-001-006","EXISTING","https://www.sega.com/games","Sega","ORG:www.sega.com","Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı","PRIMARY/OFFICIAL","ACCESS_BLOCKED","https://www.sega.com/games","NO","RECHECK_REQUIRED","RECHECK_REQUIRED","NO","MV-A-PAIR-006","independent-market-evidence-verification-reviewer","2026-08-10","10:35:13+03:00","NEEDS_RECHECK","Live request was blocked or transport/redirect completion was inconclusive: 429"
"MV-A","SRC-DEC-STUDIO-NAME-001-013","CNT-DEC-STUDIO-NAME-001-007","EXISTING","https://www.square-enix.com/","Square Enix","ORG:www.square-enix.com","Official organisation source","PRIMARY/OFFICIAL","VERIFIED_ACCESSIBLE","https://www.square-enix.com/","NO","PASS","PASS","YES","MV-A-PAIR-007","independent-market-evidence-verification-reviewer","2026-08-10","10:35:13+03:00","REVIEWED","Live page identity/title checked: SQUARE ENIX GLOBAL"
"MV-A","SRC-DEC-STUDIO-NAME-001-014","CNT-DEC-STUDIO-NAME-001-007","EXISTING","https://www.square-enix-games.com/","Square Enix","ORG:www.square-enix.com","Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı","PRIMARY/OFFICIAL","VERIFIED_WITH_REDIRECT","https://www.square-enix-games.com/en_US/home","YES","PASS","PASS","YES","MV-A-PAIR-007","independent-market-evidence-verification-reviewer","2026-08-10","10:35:13+03:00","REVIEWED","Live page identity/title checked: SQUARE ENIX | The Official SQUARE ENIX Website"
"MV-A","SRC-DEC-STUDIO-NAME-001-015","CNT-DEC-STUDIO-NAME-001-008","EXISTING","https://www.konami.com/games/","Konami Digital Entertainment","ORG:www.konami.com","Official organisation source","PRIMARY/OFFICIAL","VERIFIED_ACCESSIBLE","https://www.konami.com/games/","NO","PASS","PASS","YES","MV-A-PAIR-008","independent-market-evidence-verification-reviewer","2026-08-10","10:35:13+03:00","REVIEWED","Live page identity/title checked: Choose your country or region | KONAMI"
"MV-A","SRC-DEC-STUDIO-NAME-001-016","CNT-DEC-STUDIO-NAME-001-008","EXISTING","https://www.konami.com/games/eu/en/products/","Konami Digital Entertainment","ORG:www.konami.com","Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı","PRIMARY/OFFICIAL","VERIFIED_WITH_REDIRECT","https://www.konami.com/games/eu/en/products/list/","YES","PASS","PASS","YES","MV-A-PAIR-008","independent-market-evidence-verification-reviewer","2026-08-10","10:35:13+03:00","REVIEWED","Live page identity/title checked: Game List | KONAMI DIGITAL ENTERTAINMENT B.V."
"MV-A","SRC-DEC-STUDIO-NAME-001-017","CNT-DEC-STUDIO-NAME-001-009","EXISTING","https://www.nintendo.com/","Nintendo","ORG:www.nintendo.com","Official organisation source","PRIMARY/OFFICIAL","VERIFIED_WITH_REDIRECT","https://www.nintendo.com/region-selector/","YES","PASS","PASS","YES","MV-A-PAIR-009","independent-market-evidence-verification-reviewer","2026-08-10","10:35:13+03:00","REVIEWED","Live page identity/title checked: Nintendo Region Selector - Official Site"
"MV-A","SRC-DEC-STUDIO-NAME-001-018","CNT-DEC-STUDIO-NAME-001-009","EXISTING","https://www.nintendo.com/us/store/games/","Nintendo","ORG:www.nintendo.com","Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı","PRIMARY/OFFICIAL","VERIFIED_ACCESSIBLE","https://www.nintendo.com/us/store/games/","NO","PASS","PASS","YES","MV-A-PAIR-009","independent-market-evidence-verification-reviewer","2026-08-10","10:35:13+03:00","REVIEWED","Live page identity/title checked: Games â€“ Nintendo Store â€“ Nintendo Official site"
"MV-A","SRC-DEC-STUDIO-NAME-001-019","CNT-DEC-STUDIO-NAME-001-010","EXISTING","https://sonyinteractive.com/","Sony Interactive Entertainment","ORG:sonyinteractive.com","Official organisation source","PRIMARY/OFFICIAL","VERIFIED_WITH_REDIRECT","https://sonyinteractive.com/en/","YES","PASS","PASS","YES","MV-A-PAIR-010","independent-market-evidence-verification-reviewer","2026-08-10","10:35:13+03:00","REVIEWED","Live page identity/title checked: Sony Interactive Entertainment"
"MV-A","SRC-DEC-STUDIO-NAME-001-020","CNT-DEC-STUDIO-NAME-001-010","EXISTING","https://www.playstation.com/en-us/games/","Sony Interactive Entertainment","ORG:sonyinteractive.com","Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı","PRIMARY/OFFICIAL","ACCESS_BLOCKED","https://www.playstation.com/en-us/games/","NO","RECHECK_REQUIRED","RECHECK_REQUIRED","NO","MV-A-PAIR-010","independent-market-evidence-verification-reviewer","2026-08-10","10:35:13+03:00","NEEDS_RECHECK","Live request was blocked or transport/redirect completion was inconclusive: curl: (56) schannel: failed to read data from server: SEC_E_INVALID_TOKEN (0x80090308) - ��leve sa�lanan simge ge�ersiz 200"
"MV-A","SRC-DEC-STUDIO-NAME-001-021","CNT-DEC-STUDIO-NAME-001-011","EXISTING","https://www.xbox.com/en-US/xbox-game-studios","Xbox Game Studios","ORG:www.xbox.com","Official organisation source","PRIMARY/OFFICIAL","ACCESS_BLOCKED","https://www.xbox.com/en-US/xbox-game-studios","NO","RECHECK_REQUIRED","RECHECK_REQUIRED","NO","MV-A-PAIR-011","independent-market-evidence-verification-reviewer","2026-08-10","10:35:13+03:00","NEEDS_RECHECK","Live request was blocked or transport/redirect completion was inconclusive: 301"
"MV-A","SRC-DEC-STUDIO-NAME-001-022","CNT-DEC-STUDIO-NAME-001-011","EXISTING","https://www.xbox.com/en-US/games","Xbox Game Studios","ORG:www.xbox.com","Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı","PRIMARY/OFFICIAL","VERIFIED_ACCESSIBLE","https://www.xbox.com/en-US/games","NO","PASS","PASS","YES","MV-A-PAIR-011","independent-market-evidence-verification-reviewer","2026-08-10","10:35:13+03:00","REVIEWED","Live page identity/title checked: XBOX Games | XBOX"
"MV-A","SRC-DEC-STUDIO-NAME-001-023","CNT-DEC-STUDIO-NAME-001-012","EXISTING","https://www.activision.com/","Activision","ORG:www.activision.com","Official organisation source","PRIMARY/OFFICIAL","VERIFIED_ACCESSIBLE","https://www.activision.com/","NO","PASS","PASS","YES","MV-A-PAIR-012","independent-market-evidence-verification-reviewer","2026-08-10","10:35:13+03:00","REVIEWED","Live page identity/title checked: Activision | Home"
"MV-A","SRC-DEC-STUDIO-NAME-001-024","CNT-DEC-STUDIO-NAME-001-012","EXISTING","https://en.wikipedia.org/wiki/Activision","Wikimedia Foundation / Wikipedia editors","PLATFORM:WIKIPEDIA","Independent reference work","SECONDARY/INDEPENDENT","VERIFIED_ACCESSIBLE","https://en.wikipedia.org/wiki/Activision","NO","PASS","PASS","YES","MV-A-PAIR-012","independent-market-evidence-verification-reviewer","2026-08-10","10:35:13+03:00","REVIEWED","Live page identity/title checked: Activision - Wikipedia"
"MV-A","SRC-DEC-STUDIO-NAME-001-025","CNT-DEC-STUDIO-NAME-001-013","EXISTING","https://www.tripwireinteractive.com/","Tripwire Interactive","ORG:www.tripwireinteractive.com","Official organisation source","PRIMARY/OFFICIAL","ACCESS_BLOCKED","https://tripwireinteractive.com/","YES","RECHECK_REQUIRED","RECHECK_REQUIRED","NO","MV-A-PAIR-013","independent-market-evidence-verification-reviewer","2026-08-10","10:35:13+03:00","NEEDS_RECHECK","Live request was blocked or transport/redirect completion was inconclusive: 403"
"MV-A","SRC-DEC-STUDIO-NAME-001-026","CNT-DEC-STUDIO-NAME-001-013","EXISTING","https://en.wikipedia.org/wiki/Tripwire_Interactive","Wikimedia Foundation / Wikipedia editors","PLATFORM:WIKIPEDIA","Independent reference work","SECONDARY/INDEPENDENT","VERIFIED_ACCESSIBLE","https://en.wikipedia.org/wiki/Tripwire_Interactive","NO","PASS","PASS","YES","MV-A-PAIR-013","independent-market-evidence-verification-reviewer","2026-08-10","10:35:13+03:00","REVIEWED","Live page identity/title checked: Tripwire Interactive - Wikipedia"
"MV-A","SRC-DEC-STUDIO-NAME-001-027","CNT-DEC-STUDIO-NAME-001-014","EXISTING","https://cigames.com/","CI Games","ORG:cigames.com","Official organisation source","PRIMARY/OFFICIAL","VERIFIED_ACCESSIBLE","https://cigames.com/","NO","PASS","PASS","YES","MV-A-PAIR-014","independent-market-evidence-verification-reviewer","2026-08-10","10:35:13+03:00","REVIEWED","Live page identity/title checked: CI Games &#8211; NiezaleÅ¼na spÃ³Å‚ka wydawnicza, produkcyjna i dystrybucyjna na globalnym rynku gier wideo."
"MV-A","SRC-DEC-STUDIO-NAME-001-028","CNT-DEC-STUDIO-NAME-001-014","EXISTING","https://bethesda.net/en/games","bethesda.net","ORG:bethesda.net","Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı","PRIMARY/OFFICIAL","VERIFIED_ACCESSIBLE","https://bethesda.net/en-EU/catalog","YES","FAIL","FAIL","NO","MV-A-PAIR-014","independent-market-evidence-verification-reviewer","2026-08-10","10:35:13+03:00","REJECTED","Live page belongs to a different entity; existing Source ID retained and rejected."
"MV-A","SRC-DEC-STUDIO-NAME-001-029","CNT-DEC-STUDIO-NAME-001-015","EXISTING","https://embracer.com/","Embracer Group","ORG:embracer.com","Official organisation source","PRIMARY/OFFICIAL","ACCESS_BLOCKED","https://embracer.com/","NO","RECHECK_REQUIRED","RECHECK_REQUIRED","NO","MV-A-PAIR-015","independent-market-evidence-verification-reviewer","2026-08-10","10:35:13+03:00","NEEDS_RECHECK","Live request was blocked or transport/redirect completion was inconclusive: 403"
"MV-A","SRC-DEC-STUDIO-NAME-001-030","CNT-DEC-STUDIO-NAME-001-015","EXISTING","https://embracer.com/about/operating-groups/","Embracer Group","ORG:embracer.com","Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı","PRIMARY/OFFICIAL","ACCESS_BLOCKED","https://embracer.com/about/operating-groups/","NO","RECHECK_REQUIRED","RECHECK_REQUIRED","NO","MV-A-PAIR-015","independent-market-evidence-verification-reviewer","2026-08-10","10:35:13+03:00","NEEDS_RECHECK","Live request was blocked or transport/redirect completion was inconclusive: 403"
"MV-A","SRC-DEC-STUDIO-NAME-001-031","CNT-DEC-STUDIO-NAME-001-016","EXISTING","https://www.paradoxinteractive.com/","Paradox Interactive","ORG:www.paradoxinteractive.com","Official organisation source","PRIMARY/OFFICIAL","VERIFIED_ACCESSIBLE","https://www.paradoxinteractive.com/","NO","PASS","PASS","YES","MV-A-PAIR-016","independent-market-evidence-verification-reviewer","2026-08-10","10:35:13+03:00","REVIEWED","Live page identity/title checked: Paradox Interactive"
"MV-A","SRC-DEC-STUDIO-NAME-001-032","CNT-DEC-STUDIO-NAME-001-016","EXISTING","https://en.wikipedia.org/wiki/Paradox_Interactive","Wikimedia Foundation / Wikipedia editors","PLATFORM:WIKIPEDIA","Independent reference work","SECONDARY/INDEPENDENT","VERIFIED_ACCESSIBLE","https://en.wikipedia.org/wiki/Paradox_Interactive","NO","PASS","PASS","YES","MV-A-PAIR-016","independent-market-evidence-verification-reviewer","2026-08-10","10:35:13+03:00","REVIEWED","Live page identity/title checked: Paradox Interactive - Wikipedia"
"MV-A","SRC-DEC-STUDIO-NAME-001-033","CNT-DEC-STUDIO-NAME-001-017","EXISTING","https://www.focus-entmt.com/","Focus Entertainment","ORG:www.focus-entmt.com","Official organisation source","PRIMARY/OFFICIAL","VERIFIED_WITH_REDIRECT","https://www.focus-entmt.com/en","YES","PASS","PASS","YES","MV-A-PAIR-017","independent-market-evidence-verification-reviewer","2026-08-10","10:35:13+03:00","REVIEWED","Live page identity/title checked: Home - Focus Entertainment"
"MV-A","SRC-DEC-STUDIO-NAME-001-034","CNT-DEC-STUDIO-NAME-001-017","EXISTING","https://en.wikipedia.org/wiki/Focus_Entertainment","Wikimedia Foundation / Wikipedia editors","PLATFORM:WIKIPEDIA","Independent reference work","SECONDARY/INDEPENDENT","VERIFIED_ACCESSIBLE","https://en.wikipedia.org/wiki/Focus_Entertainment","NO","PASS","PASS","YES","MV-A-PAIR-017","independent-market-evidence-verification-reviewer","2026-08-10","10:35:13+03:00","REVIEWED","Live page identity/title checked: Focus Entertainment - Wikipedia"
"MV-A","SRC-DEC-STUDIO-NAME-001-035","CNT-DEC-STUDIO-NAME-001-018","EXISTING","https://www.nacongaming.com/","Nacon","ORG:www.nacongaming.com","Official organisation source","PRIMARY/OFFICIAL","VERIFIED_ACCESSIBLE","https://www.nacongaming.com/","NO","PASS","PASS","YES","MV-A-PAIR-018","independent-market-evidence-verification-reviewer","2026-08-10","10:35:13+03:00","REVIEWED","Live page identity/title checked: Manettes, Jeux vidÃ©o, RIG, Equipements gaming - Nacon"
"MV-A","SRC-DEC-STUDIO-NAME-001-036","CNT-DEC-STUDIO-NAME-001-018","EXISTING","https://www.nacongaming.com/en-US/games","Nacon","ORG:www.nacongaming.com","Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı","PRIMARY/OFFICIAL","BROKEN_LINK","https://www.nacongaming.com/en-US/games","NO","RECHECK_REQUIRED","RECHECK_REQUIRED","NO","MV-A-PAIR-018","independent-market-evidence-verification-reviewer","2026-08-10","10:35:13+03:00","REJECTED","Live request returned HTTP 404; source cannot qualify."
"MV-A","SRC-DEC-STUDIO-NAME-001-037","CNT-DEC-STUDIO-NAME-001-019","EXISTING","https://hoodedhorse.com/","Hooded Horse","ORG:hoodedhorse.com","Official organisation source","PRIMARY/OFFICIAL","ACCESS_BLOCKED","https://hoodedhorse.com/","NO","RECHECK_REQUIRED","RECHECK_REQUIRED","NO","MV-A-PAIR-019","independent-market-evidence-verification-reviewer","2026-08-10","10:35:13+03:00","NEEDS_RECHECK","Live request was blocked or transport/redirect completion was inconclusive: 403"
"MV-A","SRC-DEC-STUDIO-NAME-001-038","CNT-DEC-STUDIO-NAME-001-019","EXISTING","https://plaion.com/en/games","plaion.com","ORG:plaion.com","Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı","PRIMARY/OFFICIAL","VERIFIED_ACCESSIBLE","https://plaion.com/en/games","NO","FAIL","FAIL","NO","MV-A-PAIR-019","independent-market-evidence-verification-reviewer","2026-08-10","10:35:13+03:00","REJECTED","Live page belongs to a different entity; existing Source ID retained and rejected."
"MV-A","SRC-DEC-STUDIO-NAME-001-039","CNT-DEC-STUDIO-NAME-001-020","EXISTING","https://www.neteasegames.com/","NetEase Games","ORG:www.neteasegames.com","Official organisation source","PRIMARY/OFFICIAL","VERIFIED_ACCESSIBLE","https://www.neteasegames.com/","NO","PASS","PASS","YES","MV-A-PAIR-020","independent-market-evidence-verification-reviewer","2026-08-10","10:35:13+03:00","REVIEWED","Live page identity/title checked: NetEase Games"
"MV-A","SRC-DEC-STUDIO-NAME-001-040","CNT-DEC-STUDIO-NAME-001-020","EXISTING","https://www.neteasegames.com/games/","NetEase Games","ORG:www.neteasegames.com","Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı","PRIMARY/OFFICIAL","BROKEN_LINK","https://www.neteasegames.com/games/","NO","RECHECK_REQUIRED","RECHECK_REQUIRED","NO","MV-A-PAIR-020","independent-market-evidence-verification-reviewer","2026-08-10","10:35:13+03:00","REJECTED","Live request returned HTTP 404; source cannot qualify."
"MV-A","SRC-DEC-STUDIO-NAME-001-041","CNT-DEC-STUDIO-NAME-001-021","EXISTING","https://game.qq.com/","Tencent Games","ORG:game.qq.com","Official organisation source","PRIMARY/OFFICIAL","VERIFIED_ACCESSIBLE","https://game.qq.com/","NO","PASS","PASS","YES","MV-A-PAIR-021","independent-market-evidence-verification-reviewer","2026-08-10","10:35:13+03:00","REVIEWED","Live page identity/title checked: Spark More£¡È¥·¢ÏÖ£¬ÎŞÏŞ¿ÉÄÜ--ÌÚÑ¶ÓÎÏ·¹Ù·½ÍøÕ¾"
"MV-A","SRC-DEC-STUDIO-NAME-001-042","CNT-DEC-STUDIO-NAME-001-021","EXISTING","https://www.tencent.com/en-us/business.html","Tencent Games","ORG:game.qq.com","Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı","PRIMARY/OFFICIAL","VERIFIED_WITH_REDIRECT","https://www.tencent.com/what-we-create/","YES","PASS","PASS","YES","MV-A-PAIR-021","independent-market-evidence-verification-reviewer","2026-08-10","10:35:13+03:00","REVIEWED","Live page identity/title checked: What we create - Tencent"
"MV-A","SRC-DEC-STUDIO-NAME-001-043","CNT-DEC-STUDIO-NAME-001-022","EXISTING","https://www.krafton.com/en/","Krafton","ORG:www.krafton.com","Official organisation source","PRIMARY/OFFICIAL","ACCESS_BLOCKED","https://www.krafton.com/en/","NO","RECHECK_REQUIRED","RECHECK_REQUIRED","NO","MV-A-PAIR-022","independent-market-evidence-verification-reviewer","2026-08-10","10:35:13+03:00","NEEDS_RECHECK","Live request was blocked or transport/redirect completion was inconclusive: 403"
"MV-A","SRC-DEC-STUDIO-NAME-001-044","CNT-DEC-STUDIO-NAME-001-022","EXISTING","https://www.krafton.com/en/games/","Krafton","ORG:www.krafton.com","Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı","PRIMARY/OFFICIAL","ACCESS_BLOCKED","https://www.krafton.com/en/games/","NO","RECHECK_REQUIRED","RECHECK_REQUIRED","NO","MV-A-PAIR-022","independent-market-evidence-verification-reviewer","2026-08-10","10:35:13+03:00","NEEDS_RECHECK","Live request was blocked or transport/redirect completion was inconclusive: 403"
"MV-A","SRC-DEC-STUDIO-NAME-001-045","CNT-DEC-STUDIO-NAME-001-023","EXISTING","https://www.ncsoft.com/en","NCSoft","ORG:www.ncsoft.com","Official organisation source","PRIMARY/OFFICIAL","ACCESS_BLOCKED","http://www.nc.com/","YES","RECHECK_REQUIRED","RECHECK_REQUIRED","NO","MV-A-PAIR-023","independent-market-evidence-verification-reviewer","2026-08-10","10:35:13+03:00","NEEDS_RECHECK","Live request was blocked or transport/redirect completion was inconclusive: curl: (7) Failed to connect to www.nc.com port 80 after 468 ms: Could not connect to server 301"
"MV-A","SRC-DEC-STUDIO-NAME-001-046","CNT-DEC-STUDIO-NAME-001-023","EXISTING","https://www.ncsoft.com/en/game/index.do","NCSoft","ORG:www.ncsoft.com","Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı","PRIMARY/OFFICIAL","VERIFIED_WITH_REDIRECT","https://www.nc.com/","YES","PASS","PASS","YES","MV-A-PAIR-023","independent-market-evidence-verification-reviewer","2026-08-10","10:35:13+03:00","REVIEWED","Live page identity/title checked: NC - Welcome to a New world Connected Through Joy"
"MV-A","SRC-DEC-STUDIO-NAME-001-047","CNT-DEC-STUDIO-NAME-001-024","EXISTING","https://www.nexon.com/","Nexon","ORG:www.nexon.com","Official organisation source","PRIMARY/OFFICIAL","VERIFIED_WITH_REDIRECT","https://www.nexon.com/main/en","YES","PASS","PASS","YES","MV-A-PAIR-024","independent-market-evidence-verification-reviewer","2026-08-10","10:35:13+03:00","REVIEWED","Live page identity/title checked: Nexon Home"
"MV-A","SRC-DEC-STUDIO-NAME-001-048","CNT-DEC-STUDIO-NAME-001-024","EXISTING","https://en.wikipedia.org/wiki/Nexon","Wikimedia Foundation / Wikipedia editors","PLATFORM:WIKIPEDIA","Independent reference work","SECONDARY/INDEPENDENT","VERIFIED_ACCESSIBLE","https://en.wikipedia.org/wiki/Nexon","NO","PASS","PASS","YES","MV-A-PAIR-024","independent-market-evidence-verification-reviewer","2026-08-10","10:35:13+03:00","REVIEWED","Live page identity/title checked: Nexon - Wikipedia"
"MV-A","SRC-DEC-STUDIO-NAME-001-049","CNT-DEC-STUDIO-NAME-001-025","EXISTING","https://www.pearlabyss.com/en-US","Pearl Abyss","ORG:www.pearlabyss.com","Official organisation source","PRIMARY/OFFICIAL","VERIFIED_ACCESSIBLE","https://www.pearlabyss.com/en-US","NO","PASS","PASS","YES","MV-A-PAIR-025","independent-market-evidence-verification-reviewer","2026-08-10","10:35:13+03:00","REVIEWED","Live page identity/title checked: Pearl Abyss Official Website | Pearl Abyss"
"MV-A","SRC-DEC-STUDIO-NAME-001-050","CNT-DEC-STUDIO-NAME-001-025","EXISTING","https://en.wikipedia.org/wiki/Pearl_Abyss","Wikimedia Foundation / Wikipedia editors","PLATFORM:WIKIPEDIA","Independent reference work","SECONDARY/INDEPENDENT","VERIFIED_ACCESSIBLE","https://en.wikipedia.org/wiki/Pearl_Abyss","NO","PASS","PASS","YES","MV-A-PAIR-025","independent-market-evidence-verification-reviewer","2026-08-10","10:35:13+03:00","REVIEWED","Live page identity/title checked: Pearl Abyss - Wikipedia"
"MV-A","SRC-DEC-STUDIO-NAME-001-051","CNT-DEC-STUDIO-NAME-001-026","EXISTING","https://www.devolverdigital.com/","Devolver Digital","ORG:www.devolverdigital.com","Official organisation source","PRIMARY/OFFICIAL","ACCESS_BLOCKED","https://www.devolverdigital.com/","NO","RECHECK_REQUIRED","RECHECK_REQUIRED","NO","MV-A-PAIR-026","independent-market-evidence-verification-reviewer","2026-08-10","10:35:13+03:00","NEEDS_RECHECK","Live request was blocked or transport/redirect completion was inconclusive: 429"
"MV-A","SRC-DEC-STUDIO-NAME-001-052","CNT-DEC-STUDIO-NAME-001-026","EXISTING","https://www.devolverdigital.com/games","Devolver Digital","ORG:www.devolverdigital.com","Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı","PRIMARY/OFFICIAL","ACCESS_BLOCKED","https://www.devolverdigital.com/games","NO","RECHECK_REQUIRED","RECHECK_REQUIRED","NO","MV-A-PAIR-026","independent-market-evidence-verification-reviewer","2026-08-10","10:35:13+03:00","NEEDS_RECHECK","Live request was blocked or transport/redirect completion was inconclusive: 429"
