Batch ID,Source ID,Counted Sample ID,Existing or New,URL / Official Record ID,Publisher/Institution,Source Origin Group,Source Type,Primary/Official Classification,Accessibility Result,Final URL,Identity Result,Claim Support Result,Qualifies as Evidence,Independence Pair ID,Reviewer Agent ID,Review Date,Review Time,Final Review Status,Notes
MV-E,SRC-DEC-STUDIO-NAME-001-251,CNT-DEC-STUDIO-NAME-001-126,Existing,https://www.creative-assembly.com/,Creative Assembly,CORPORATE:CAN-DEC-STUDIO-NAME-001-126,Official organisation source,PRIMARY/OFFICIAL,ACCESS_BLOCKED,https://www.creative-assembly.com/,FAIL,FAIL,NO,PAIR-MV-E-126,independent-market-evidence-reviewer-mv-e,2026-08-10,12:25:00+03:00,NEEDS_RECHECK,Live request blocked (HTTP 403/429); cannot qualify.
MV-E,SRC-DEC-STUDIO-NAME-001-252,CNT-DEC-STUDIO-NAME-001-126,Existing,https://www.creative-assembly.com/games,creative assembly official/controlled property,CORPORATE:CAN-DEC-STUDIO-NAME-001-126,Official/controlled product or organisation page,PRIMARY/OFFICIAL,ACCESS_BLOCKED,https://www.creative-assembly.com/games,FAIL,FAIL,NO,PAIR-MV-E-126,independent-market-evidence-reviewer-mv-e,2026-08-10,12:25:00+03:00,NEEDS_RECHECK,Live request blocked (HTTP 403/429); cannot qualify.
MV-E,SRC-DEC-STUDIO-NAME-001-253,CNT-DEC-STUDIO-NAME-001-127,Existing,https://www.relic.com/,Relic Entertainment,CORPORATE:CAN-DEC-STUDIO-NAME-001-127,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,https://www.relic.com/,PASS,PASS,YES,PAIR-MV-E-127,independent-market-evidence-reviewer-mv-e,2026-08-10,12:25:00+03:00,REVIEWED,Live accessible; identity and current public activity supported. Same corporate origin as pair member; not an independent pair.
MV-E,SRC-DEC-STUDIO-NAME-001-254,CNT-DEC-STUDIO-NAME-001-127,Existing,https://www.relic.com/games,relic entertainment official/controlled property,CORPORATE:CAN-DEC-STUDIO-NAME-001-127,Official/controlled product or organisation page,PRIMARY/OFFICIAL,ACCESS_BLOCKED,https://www.relic.com/games,FAIL,FAIL,NO,PAIR-MV-E-127,independent-market-evidence-reviewer-mv-e,2026-08-10,12:25:00+03:00,NEEDS_RECHECK,Live request blocked (HTTP 403/429); cannot qualify.
MV-E,SRC-DEC-STUDIO-NAME-001-255,CNT-DEC-STUDIO-NAME-001-128,Existing,https://firaxis.com/,Firaxis Games,CORPORATE:CAN-DEC-STUDIO-NAME-001-128,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,https://firaxis.com/,PASS,PASS,YES,PAIR-MV-E-128,independent-market-evidence-reviewer-mv-e,2026-08-10,12:25:00+03:00,REVIEWED,Live accessible; identity and current public activity supported. Same corporate origin as pair member; not an independent pair.
MV-E,SRC-DEC-STUDIO-NAME-001-256,CNT-DEC-STUDIO-NAME-001-128,Existing,https://firaxis.com/games/,firaxis games official/controlled property,CORPORATE:CAN-DEC-STUDIO-NAME-001-128,Official/controlled product or organisation page,PRIMARY/OFFICIAL,BROKEN_LINK,https://firaxis.com/games/,FAIL,FAIL,NO,PAIR-MV-E-128,independent-market-evidence-reviewer-mv-e,2026-08-10,12:25:00+03:00,REJECTED,Live request returned HTTP 404.
MV-E,SRC-DEC-STUDIO-NAME-001-257,CNT-DEC-STUDIO-NAME-001-129,Existing,https://www.amplitude-studios.com/,Amplitude Studios,CORPORATE:CAN-DEC-STUDIO-NAME-001-129,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,https://www.amplitude-studios.com/,PASS,PASS,YES,PAIR-MV-E-129,independent-market-evidence-reviewer-mv-e,2026-08-10,12:25:00+03:00,REVIEWED,Live accessible; identity and current public activity supported. Same corporate origin as pair member; not an independent pair.
MV-E,SRC-DEC-STUDIO-NAME-001-258,CNT-DEC-STUDIO-NAME-001-129,Existing,https://www.amplitude-studios.com/games,amplitude studios official/controlled property,CORPORATE:CAN-DEC-STUDIO-NAME-001-129,Official/controlled product or organisation page,PRIMARY/OFFICIAL,BROKEN_LINK,https://www.amplitude-studios.com/games,FAIL,FAIL,NO,PAIR-MV-E-129,independent-market-evidence-reviewer-mv-e,2026-08-10,12:25:00+03:00,REJECTED,Live request returned HTTP 404.
MV-E,SRC-DEC-STUDIO-NAME-001-259,CNT-DEC-STUDIO-NAME-001-130,Existing,https://www.slitherine.com/,Slitherine,CORPORATE:CAN-DEC-STUDIO-NAME-001-130,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_WITH_REDIRECT,https://www6.slitherine.com/,PASS,PASS,YES,PAIR-MV-E-130,independent-market-evidence-reviewer-mv-e,2026-08-10,12:25:00+03:00,REVIEWED,Live accessible; identity and current public activity supported. Same corporate origin as pair member; not an independent pair.
MV-E,SRC-DEC-STUDIO-NAME-001-260,CNT-DEC-STUDIO-NAME-001-130,Existing,https://www.slitherine.com/games,slitherine official/controlled property,CORPORATE:CAN-DEC-STUDIO-NAME-001-130,Official/controlled product or organisation page,PRIMARY/OFFICIAL,VERIFIED_WITH_REDIRECT,https://www6.slitherine.com/games,PASS,PASS,YES,PAIR-MV-E-130,independent-market-evidence-reviewer-mv-e,2026-08-10,12:25:00+03:00,REVIEWED,Live accessible; identity and current public activity supported. Same corporate origin as pair member; not an independent pair.
MV-E,SRC-DEC-STUDIO-NAME-001-261,CNT-DEC-STUDIO-NAME-001-131,Existing,https://www.matrixgames.com/,Matrix Games,CORPORATE:CAN-DEC-STUDIO-NAME-001-131,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,https://www.matrixgames.com/,PASS,PASS,YES,PAIR-MV-E-131,independent-market-evidence-reviewer-mv-e,2026-08-10,12:25:00+03:00,REVIEWED,Live accessible; identity and current public activity supported. Same corporate origin as pair member; not an independent pair.
MV-E,SRC-DEC-STUDIO-NAME-001-262,CNT-DEC-STUDIO-NAME-001-131,Existing,https://www.matrixgames.com/games,matrix games official/controlled property,CORPORATE:CAN-DEC-STUDIO-NAME-001-131,Official/controlled product or organisation page,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,https://www.matrixgames.com/games,PASS,PASS,YES,PAIR-MV-E-131,independent-market-evidence-reviewer-mv-e,2026-08-10,12:25:00+03:00,REVIEWED,Live accessible; identity and current public activity supported. Same corporate origin as pair member; not an independent pair.
MV-E,SRC-DEC-STUDIO-NAME-001-263,CNT-DEC-STUDIO-NAME-001-132,Existing,https://www.bohemia.net/,Bohemia Interactive,CORPORATE:CAN-DEC-STUDIO-NAME-001-132,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_WITH_REDIRECT,https://www.bohemia.net/en,PASS,PASS,YES,PAIR-MV-E-132,independent-market-evidence-reviewer-mv-e,2026-08-10,12:25:00+03:00,REVIEWED,Live accessible; identity and current public activity supported. Same corporate origin as pair member; not an independent pair.
MV-E,SRC-DEC-STUDIO-NAME-001-264,CNT-DEC-STUDIO-NAME-001-132,Existing,https://www.bohemia.net/games,bohemia interactive official/controlled property,CORPORATE:CAN-DEC-STUDIO-NAME-001-132,Official/controlled product or organisation page,PRIMARY/OFFICIAL,RECHECK_REQUIRED,https://www.bohemia.net/games,FAIL,FAIL,NO,PAIR-MV-E-132,independent-market-evidence-reviewer-mv-e,2026-08-10,12:25:00+03:00,NEEDS_RECHECK,Live transfer/TLS/redirect did not complete reliably.
MV-E,SRC-DEC-STUDIO-NAME-001-265,CNT-DEC-STUDIO-NAME-001-133,Existing,https://www.egosoft.com/,Egosoft,CORPORATE:CAN-DEC-STUDIO-NAME-001-133,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_WITH_REDIRECT,https://www.egosoft.com/community/news_en.php,PASS,PASS,YES,PAIR-MV-E-133,independent-market-evidence-reviewer-mv-e,2026-08-10,12:25:00+03:00,REVIEWED,Live accessible; identity and current public activity supported. Same corporate origin as pair member; not an independent pair.
MV-E,SRC-DEC-STUDIO-NAME-001-266,CNT-DEC-STUDIO-NAME-001-133,Existing,https://www.egosoft.com/games/x4/info_en.php,egosoft official/controlled property,CORPORATE:CAN-DEC-STUDIO-NAME-001-133,Official/controlled product or organisation page,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,https://www.egosoft.com/games/x4/info_en.php,PASS,PASS,YES,PAIR-MV-E-133,independent-market-evidence-reviewer-mv-e,2026-08-10,12:25:00+03:00,REVIEWED,Live accessible; identity and current public activity supported. Same corporate origin as pair member; not an independent pair.
MV-E,SRC-DEC-STUDIO-NAME-001-267,CNT-DEC-STUDIO-NAME-001-134,Existing,https://wargaming.com/,Wargaming,CORPORATE:CAN-DEC-STUDIO-NAME-001-134,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_WITH_REDIRECT,https://wargaming.com/en/,PASS,PASS,YES,PAIR-MV-E-134,independent-market-evidence-reviewer-mv-e,2026-08-10,12:25:00+03:00,REVIEWED,Live accessible; identity and current public activity supported. Same corporate origin as pair member; not an independent pair.
MV-E,SRC-DEC-STUDIO-NAME-001-268,CNT-DEC-STUDIO-NAME-001-134,Existing,https://wargaming.com/en/games/,wargaming official/controlled property,CORPORATE:CAN-DEC-STUDIO-NAME-001-134,Official/controlled product or organisation page,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,https://wargaming.com/en/games/,PASS,PASS,YES,PAIR-MV-E-134,independent-market-evidence-reviewer-mv-e,2026-08-10,12:25:00+03:00,REVIEWED,Live accessible; identity and current public activity supported. Same corporate origin as pair member; not an independent pair.
MV-E,SRC-DEC-STUDIO-NAME-001-269,CNT-DEC-STUDIO-NAME-001-135,Existing,https://gaijinent.com/,Gaijin Entertainment,CORPORATE:CAN-DEC-STUDIO-NAME-001-135,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,https://gaijinent.com/,PASS,PASS,YES,PAIR-MV-E-135,independent-market-evidence-reviewer-mv-e,2026-08-10,12:25:00+03:00,REVIEWED,Live accessible; identity and current public activity supported. Same corporate origin as pair member; not an independent pair.
MV-E,SRC-DEC-STUDIO-NAME-001-270,CNT-DEC-STUDIO-NAME-001-135,Existing,https://gaijinent.com/en/games,gaijin entertainment official/controlled property,CORPORATE:CAN-DEC-STUDIO-NAME-001-135,Official/controlled product or organisation page,PRIMARY/OFFICIAL,VERIFIED_WITH_REDIRECT,https://gaijinent.com/game,PASS,PASS,YES,PAIR-MV-E-135,independent-market-evidence-reviewer-mv-e,2026-08-10,12:25:00+03:00,REVIEWED,Live accessible; identity and current public activity supported. Same corporate origin as pair member; not an independent pair.
MV-E,SRC-DEC-STUDIO-NAME-001-271,CNT-DEC-STUDIO-NAME-001-136,Existing,https://www.ccpgames.com/,CCP Games,CORPORATE:CAN-DEC-STUDIO-NAME-001-136,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_WITH_REDIRECT,https://fenris.com/,FAIL,FAIL,NO,PAIR-MV-E-136,independent-market-evidence-reviewer-mv-e,2026-08-10,12:25:00+03:00,REJECTED,Final page identity mismatched the claimed entity.
MV-E,SRC-DEC-STUDIO-NAME-001-272,CNT-DEC-STUDIO-NAME-001-136,Existing,https://www.ccpgames.com/products,ccp games official/controlled property,CORPORATE:CAN-DEC-STUDIO-NAME-001-136,Official/controlled product or organisation page,PRIMARY/OFFICIAL,VERIFIED_WITH_REDIRECT,https://fenris.com/products,FAIL,FAIL,NO,PAIR-MV-E-136,independent-market-evidence-reviewer-mv-e,2026-08-10,12:25:00+03:00,REJECTED,Final page identity mismatched the claimed entity.
MV-E,SRC-DEC-STUDIO-NAME-001-273,CNT-DEC-STUDIO-NAME-001-137,Existing,https://www.jagex.com/,Jagex,CORPORATE:CAN-DEC-STUDIO-NAME-001-137,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,https://www.jagex.com/,PASS,PASS,YES,PAIR-MV-E-137,independent-market-evidence-reviewer-mv-e,2026-08-10,12:25:00+03:00,REVIEWED,Live accessible; identity and current public activity supported. Same corporate origin as pair member; not an independent pair.
MV-E,SRC-DEC-STUDIO-NAME-001-274,CNT-DEC-STUDIO-NAME-001-137,Existing,https://www.jagex.com/en-GB/games,jagex official/controlled property,CORPORATE:CAN-DEC-STUDIO-NAME-001-137,Official/controlled product or organisation page,PRIMARY/OFFICIAL,BROKEN_LINK,https://www.jagex.com/en-GB/games,FAIL,FAIL,NO,PAIR-MV-E-137,independent-market-evidence-reviewer-mv-e,2026-08-10,12:25:00+03:00,REJECTED,Live request returned HTTP 404.
MV-E,SRC-DEC-STUDIO-NAME-001-275,CNT-DEC-STUDIO-NAME-001-138,Existing,https://www.frontier.co.uk/,Frontier Developments,CORPORATE:CAN-DEC-STUDIO-NAME-001-138,Official organisation source,PRIMARY/OFFICIAL,RECHECK_REQUIRED,https://www.frontier.co.uk/,FAIL,FAIL,NO,PAIR-MV-E-138,independent-market-evidence-reviewer-mv-e,2026-08-10,12:25:00+03:00,NEEDS_RECHECK,Live transfer/TLS/redirect did not complete reliably.
MV-E,SRC-DEC-STUDIO-NAME-001-276,CNT-DEC-STUDIO-NAME-001-138,Existing,https://www.frontier.co.uk/games,frontier developments official/controlled property,CORPORATE:CAN-DEC-STUDIO-NAME-001-138,Official/controlled product or organisation page,PRIMARY/OFFICIAL,RECHECK_REQUIRED,https://www.frontier.co.uk/games,FAIL,FAIL,NO,PAIR-MV-E-138,independent-market-evidence-reviewer-mv-e,2026-08-10,12:25:00+03:00,NEEDS_RECHECK,Live transfer/TLS/redirect did not complete reliably.
MV-E,SRC-DEC-STUDIO-NAME-001-277,CNT-DEC-STUDIO-NAME-001-139,Existing,https://www.funcom.com/,Funcom,CORPORATE:CAN-DEC-STUDIO-NAME-001-139,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,https://www.funcom.com/,PASS,PASS,YES,PAIR-MV-E-139,independent-market-evidence-reviewer-mv-e,2026-08-10,12:25:00+03:00,REVIEWED,Live accessible; identity and current public activity supported. Same corporate origin as pair member; not an independent pair.
MV-E,SRC-DEC-STUDIO-NAME-001-278,CNT-DEC-STUDIO-NAME-001-139,Existing,https://www.funcom.com/games/,funcom official/controlled property,CORPORATE:CAN-DEC-STUDIO-NAME-001-139,Official/controlled product or organisation page,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,https://www.funcom.com/games/,PASS,PASS,YES,PAIR-MV-E-139,independent-market-evidence-reviewer-mv-e,2026-08-10,12:25:00+03:00,REVIEWED,Live accessible; identity and current public activity supported. Same corporate origin as pair member; not an independent pair.
MV-E,SRC-DEC-STUDIO-NAME-001-279,CNT-DEC-STUDIO-NAME-001-140,Existing,https://www.standingstonegames.com/,Standing Stone Games,CORPORATE:CAN-DEC-STUDIO-NAME-001-140,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,https://www.standingstonegames.com/,PASS,PASS,YES,PAIR-MV-E-140,independent-market-evidence-reviewer-mv-e,2026-08-10,12:25:00+03:00,REVIEWED,Live accessible; identity and current public activity supported. Same corporate origin as pair member; not an independent pair.
MV-E,SRC-DEC-STUDIO-NAME-001-280,CNT-DEC-STUDIO-NAME-001-140,Existing,https://www.standingstonegames.com/games,standing stone games official/controlled property,CORPORATE:CAN-DEC-STUDIO-NAME-001-140,Official/controlled product or organisation page,PRIMARY/OFFICIAL,VERIFIED_WITH_REDIRECT,http://maintenance.daybreakgames.com/,PASS,FAIL,NO,PAIR-MV-E-140,independent-market-evidence-reviewer-mv-e,2026-08-10,12:25:00+03:00,REJECTED,Accessible page did not support identity/current-activity claim.
MV-E,SRC-DEC-STUDIO-NAME-001-281,CNT-DEC-STUDIO-NAME-001-141,Existing,https://www.arena.net/,ArenaNet,CORPORATE:CAN-DEC-STUDIO-NAME-001-141,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_WITH_REDIRECT,https://www.arena.net/en,PASS,PASS,YES,PAIR-MV-E-141,independent-market-evidence-reviewer-mv-e,2026-08-10,12:25:00+03:00,REVIEWED,Live accessible; identity and current public activity supported. Same corporate origin as pair member; not an independent pair.
MV-E,SRC-DEC-STUDIO-NAME-001-282,CNT-DEC-STUDIO-NAME-001-141,Existing,https://www.guildwars2.com/,arenanet official/controlled property,CORPORATE:CAN-DEC-STUDIO-NAME-001-141,Official/controlled product or organisation page,PRIMARY/OFFICIAL,VERIFIED_WITH_REDIRECT,https://www.guildwars2.com/en/,PASS,FAIL,NO,PAIR-MV-E-141,independent-market-evidence-reviewer-mv-e,2026-08-10,12:25:00+03:00,REJECTED,Accessible page did not support identity/current-activity claim.
MV-E,SRC-DEC-STUDIO-NAME-001-283,CNT-DEC-STUDIO-NAME-001-142,Existing,https://www.digitalextremes.com/,Digital Extremes,CORPORATE:CAN-DEC-STUDIO-NAME-001-142,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,https://www.digitalextremes.com/,PASS,PASS,YES,PAIR-MV-E-142,independent-market-evidence-reviewer-mv-e,2026-08-10,12:25:00+03:00,REVIEWED,Live accessible; identity and current public activity supported. Same corporate origin as pair member; not an independent pair.
MV-E,SRC-DEC-STUDIO-NAME-001-284,CNT-DEC-STUDIO-NAME-001-142,Existing,https://www.warframe.com/,digital extremes official/controlled property,CORPORATE:CAN-DEC-STUDIO-NAME-001-142,Official/controlled product or organisation page,PRIMARY/OFFICIAL,VERIFIED_WITH_REDIRECT,https://www.warframe.com/en,PASS,PASS,YES,PAIR-MV-E-142,independent-market-evidence-reviewer-mv-e,2026-08-10,12:25:00+03:00,REVIEWED,Live accessible; identity and current public activity supported. Same corporate origin as pair member; not an independent pair.
MV-E,SRC-DEC-STUDIO-NAME-001-285,CNT-DEC-STUDIO-NAME-001-143,Existing,https://www.grindinggear.com/,Grinding Gear Games,CORPORATE:CAN-DEC-STUDIO-NAME-001-143,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,https://www.grindinggear.com/,PASS,PASS,YES,PAIR-MV-E-143,independent-market-evidence-reviewer-mv-e,2026-08-10,12:25:00+03:00,REVIEWED,Live accessible; identity and current public activity supported. Same corporate origin as pair member; not an independent pair.
MV-E,SRC-DEC-STUDIO-NAME-001-286,CNT-DEC-STUDIO-NAME-001-143,Existing,https://www.pathofexile.com/,grinding gear games official/controlled property,CORPORATE:CAN-DEC-STUDIO-NAME-001-143,Official/controlled product or organisation page,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,https://www.pathofexile.com/,PASS,PASS,YES,PAIR-MV-E-143,independent-market-evidence-reviewer-mv-e,2026-08-10,12:25:00+03:00,REVIEWED,Live accessible; identity and current public activity supported. Same corporate origin as pair member; not an independent pair.
MV-E,SRC-DEC-STUDIO-NAME-001-287,CNT-DEC-STUDIO-NAME-001-144,Existing,https://www.smilegate.com/en/,Smilegate RPG,CORPORATE:CAN-DEC-STUDIO-NAME-001-144,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,https://www.smilegate.com/en/,PASS,PASS,YES,PAIR-MV-E-144,independent-market-evidence-reviewer-mv-e,2026-08-10,12:25:00+03:00,REVIEWED,Live accessible; identity and current public activity supported. Same corporate origin as pair member; not an independent pair.
MV-E,SRC-DEC-STUDIO-NAME-001-288,CNT-DEC-STUDIO-NAME-001-144,Existing,https://www.playlostark.com/,smilegate rpg official/controlled property,CORPORATE:CAN-DEC-STUDIO-NAME-001-144,Official/controlled product or organisation page,PRIMARY/OFFICIAL,VERIFIED_WITH_REDIRECT,https://www.playlostark.com/en-us,PASS,PASS,YES,PAIR-MV-E-144,independent-market-evidence-reviewer-mv-e,2026-08-10,12:25:00+03:00,REVIEWED,Live accessible; identity and current public activity supported. Same corporate origin as pair member; not an independent pair.
MV-E,SRC-DEC-STUDIO-NAME-001-289,CNT-DEC-STUDIO-NAME-001-145,Existing,https://company.webzen.com/en,Webzen,CORPORATE:CAN-DEC-STUDIO-NAME-001-145,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,https://company.webzen.com/en,PASS,PASS,YES,PAIR-MV-E-145,independent-market-evidence-reviewer-mv-e,2026-08-10,12:25:00+03:00,REVIEWED,Live accessible; identity and current public activity supported. Same corporate origin as pair member; not an independent pair.
MV-E,SRC-DEC-STUDIO-NAME-001-290,CNT-DEC-STUDIO-NAME-001-145,Existing,https://www.webzen.com/,webzen official/controlled property,CORPORATE:CAN-DEC-STUDIO-NAME-001-145,Official/controlled product or organisation page,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,https://www.webzen.com/,PASS,PASS,YES,PAIR-MV-E-145,independent-market-evidence-reviewer-mv-e,2026-08-10,12:25:00+03:00,REVIEWED,Live accessible; identity and current public activity supported. Same corporate origin as pair member; not an independent pair.
MV-E,SRC-DEC-STUDIO-NAME-001-291,CNT-DEC-STUDIO-NAME-001-146,Existing,https://www.imcgames.com/,IMC Games,CORPORATE:CAN-DEC-STUDIO-NAME-001-146,Official organisation source,PRIMARY/OFFICIAL,RECHECK_REQUIRED,https://www.imcgames.com/,FAIL,FAIL,NO,PAIR-MV-E-146,independent-market-evidence-reviewer-mv-e,2026-08-10,12:25:00+03:00,NEEDS_RECHECK,Live transfer/TLS/redirect did not complete reliably.
MV-E,SRC-DEC-STUDIO-NAME-001-292,CNT-DEC-STUDIO-NAME-001-146,Existing,https://treeofsavior.com/,imc games official/controlled property,CORPORATE:CAN-DEC-STUDIO-NAME-001-146,Official/controlled product or organisation page,PRIMARY/OFFICIAL,VERIFIED_WITH_REDIRECT,https://treeofsavior.com/page/main/,PASS,PASS,YES,PAIR-MV-E-146,independent-market-evidence-reviewer-mv-e,2026-08-10,12:25:00+03:00,REVIEWED,Live accessible; identity and current public activity supported. Same corporate origin as pair member; not an independent pair.
MV-E,SRC-DEC-STUDIO-NAME-001-293,CNT-DEC-STUDIO-NAME-001-147,Existing,https://www.kakaogames.com/,Kakao Games,CORPORATE:CAN-DEC-STUDIO-NAME-001-147,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_WITH_REDIRECT,https://kakaogames.com/en-us/,PASS,PASS,YES,PAIR-MV-E-147,independent-market-evidence-reviewer-mv-e,2026-08-10,12:25:00+03:00,REVIEWED,Live accessible; identity and current public activity supported. Independent of pair member.
