"Verification Batch ID","Source ID","Counted Sample ID","Existing or New","URL or Official Record Identifier","Publisher/Institution","Source Origin Group","Source Type","Primary/Official Classification","Accessibility Result","Final URL","Redirect Observed","Identity Result","Claim Support Result","Qualifies as Activity Signal","Independence Pair ID","Reviewer Agent ID","Review Date","Review Time","Final Review Status","Notes"
"MV-B","SRC-DEC-STUDIO-NAME-001-079","CNT-DEC-STUDIO-NAME-001-040","EXISTING","https://www.thegamebakers.com/","The Game Bakers","ORG:www.thegamebakers.com","Official organisation source","PRIMARY/OFFICIAL","VERIFIED_ACCESSIBLE","https://www.thegamebakers.com/","NO","PASS","PASS","NO","PAIR-040","independent-market-evidence-reviewer-codex-root","2026-08-10","11:17:39+03:00","REVIEWED","Reviewed existing source; not selected as qualifying evidence because the record-level pair failed one or more mandatory conditions."
"MV-B","SRC-DEC-STUDIO-NAME-001-080","CNT-DEC-STUDIO-NAME-001-040","EXISTING","https://www.thegamebakers.com/games/","the game bakers","ORG:www.thegamebakers.com","Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı","PRIMARY/OFFICIAL","VERIFIED_ACCESSIBLE","https://www.thegamebakers.com/games/","NO","PASS","PASS","NO","PAIR-040","independent-market-evidence-reviewer-codex-root","2026-08-10","11:17:39+03:00","REVIEWED","Reviewed but not qualifying as an independent pair member because it is organisation-controlled or shares the subject corporate origin."
"MV-B","SRC-DEC-STUDIO-NAME-001-081","CNT-DEC-STUDIO-NAME-001-041","EXISTING","https://www.coffeestainstudios.com/","Coffee Stain Studios","ORG:www.coffeestainstudios.com","Official organisation source","PRIMARY/OFFICIAL","VERIFIED_ACCESSIBLE","https://www.coffeestainstudios.com/","NO","PASS","PASS","NO","PAIR-041","independent-market-evidence-reviewer-codex-root","2026-08-10","11:17:39+03:00","REVIEWED","Reviewed existing source; not selected as qualifying evidence because the record-level pair failed one or more mandatory conditions."
"MV-B","SRC-DEC-STUDIO-NAME-001-082","CNT-DEC-STUDIO-NAME-001-041","EXISTING","https://www.coffeestainstudios.com/games/","coffee stain studios","ORG:www.coffeestainstudios.com","Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı","PRIMARY/OFFICIAL","VERIFIED_ACCESSIBLE","https://www.coffeestainstudios.com/games/","NO","PASS","PASS","NO","PAIR-041","independent-market-evidence-reviewer-codex-root","2026-08-10","11:17:39+03:00","REVIEWED","Reviewed but not qualifying as an independent pair member because it is organisation-controlled or shares the subject corporate origin."
"MV-B","SRC-DEC-STUDIO-NAME-001-083","CNT-DEC-STUDIO-NAME-001-042","EXISTING","https://ghostship.dk/","Ghost Ship Games","ORG:ghostship.dk","Official organisation source","PRIMARY/OFFICIAL","VERIFIED_ACCESSIBLE","https://ghostship.dk/","NO","PASS","PASS","NO","PAIR-042","independent-market-evidence-reviewer-codex-root","2026-08-10","11:17:39+03:00","REVIEWED","Reviewed existing source; not selected as qualifying evidence because the record-level pair failed one or more mandatory conditions."
"MV-B","SRC-DEC-STUDIO-NAME-001-084","CNT-DEC-STUDIO-NAME-001-042","EXISTING","https://ghostship.dk/games/","ghost ship games","ORG:ghostship.dk","Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı","PRIMARY/OFFICIAL","VERIFIED_ACCESSIBLE","https://ghostship.dk/games/","NO","PASS","PASS","NO","PAIR-042","independent-market-evidence-reviewer-codex-root","2026-08-10","11:17:39+03:00","REVIEWED","Reviewed but not qualifying as an independent pair member because it is organisation-controlled or shares the subject corporate origin."
"MV-B","SRC-DEC-STUDIO-NAME-001-085","CNT-DEC-STUDIO-NAME-001-043","EXISTING","https://irongatestudio.se/","Iron Gate Studio","ORG:irongatestudio.se","Official organisation source","PRIMARY/OFFICIAL","VERIFIED_ACCESSIBLE","https://irongatestudio.se/","NO","PASS","PASS","NO","PAIR-043","independent-market-evidence-reviewer-codex-root","2026-08-10","11:17:39+03:00","REVIEWED","Reviewed existing source; not selected as qualifying evidence because the record-level pair failed one or more mandatory conditions."
"MV-B","SRC-DEC-STUDIO-NAME-001-086","CNT-DEC-STUDIO-NAME-001-043","EXISTING","https://www.valheimgame.com/","iron gate studio","ORG:www.valheimgame.com","Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı","PRIMARY/OFFICIAL","VERIFIED_ACCESSIBLE","https://www.valheimgame.com/","NO","PASS","PASS","NO","PAIR-043","independent-market-evidence-reviewer-codex-root","2026-08-10","11:17:39+03:00","REVIEWED","Reviewed but not qualifying as an independent pair member because it is organisation-controlled or shares the subject corporate origin."
"MV-B","SRC-DEC-STUDIO-NAME-001-087","CNT-DEC-STUDIO-NAME-001-044","EXISTING","https://landfall.se/","Landfall Games","ORG:landfall.se","Official organisation source","PRIMARY/OFFICIAL","VERIFIED_ACCESSIBLE","https://landfall.se/","NO","PASS","PASS","YES","PAIR-044","independent-market-evidence-reviewer-codex-root","2026-08-10","11:17:39+03:00","REVIEWED","Qualifying live evidence member; paired with a distinct official source and reviewed independently from the collector role."
"MV-B","SRC-DEC-STUDIO-NAME-001-088","CNT-DEC-STUDIO-NAME-001-044","EXISTING","https://en.wikipedia.org/wiki/Landfall_(company)","Wikimedia Foundation / Wikipedia editors","PLATFORM:WIKIPEDIA","Independent reference work","SECONDARY/INDEPENDENT","VERIFIED_ACCESSIBLE","https://en.wikipedia.org/wiki/Landfall_(company)","NO","PASS","PASS","YES","PAIR-044","independent-market-evidence-reviewer-codex-root","2026-08-10","11:17:39+03:00","REVIEWED","Qualifying live evidence member; paired with a distinct official source and reviewed independently from the collector role."
"MV-B","SRC-DEC-STUDIO-NAME-001-089","CNT-DEC-STUDIO-NAME-001-045","EXISTING","https://nomorerobots.io/","No More Robots","ORG:nomorerobots.io","Official organisation source","PRIMARY/OFFICIAL","VERIFIED_ACCESSIBLE","https://nomorerobots.io/","NO","PASS","PASS","NO","PAIR-045","independent-market-evidence-reviewer-codex-root","2026-08-10","11:17:39+03:00","REVIEWED","Reviewed existing source; not selected as qualifying evidence because the record-level pair failed one or more mandatory conditions."
"MV-B","SRC-DEC-STUDIO-NAME-001-090","CNT-DEC-STUDIO-NAME-001-045","EXISTING","https://nomorerobots.io/games/","no more robots","ORG:nomorerobots.io","Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı","PRIMARY/OFFICIAL","VERIFIED_ACCESSIBLE","https://nomorerobots.io/games/","NO","PASS","PASS","NO","PAIR-045","independent-market-evidence-reviewer-codex-root","2026-08-10","11:17:39+03:00","REVIEWED","Reviewed but not qualifying as an independent pair member because it is organisation-controlled or shares the subject corporate origin."
"MV-B","SRC-DEC-STUDIO-NAME-001-091","CNT-DEC-STUDIO-NAME-001-046","EXISTING","https://www.failbettergames.com/","Failbetter Games","ORG:www.failbettergames.com","Official organisation source","PRIMARY/OFFICIAL","VERIFIED_ACCESSIBLE","https://www.failbettergames.com/","NO","PASS","PASS","NO","PAIR-046","independent-market-evidence-reviewer-codex-root","2026-08-10","11:17:39+03:00","REVIEWED","Reviewed existing source; not selected as qualifying evidence because the record-level pair failed one or more mandatory conditions."
"MV-B","SRC-DEC-STUDIO-NAME-001-092","CNT-DEC-STUDIO-NAME-001-046","EXISTING","https://www.failbettergames.com/games","failbetter games","ORG:www.failbettergames.com","Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı","PRIMARY/OFFICIAL","VERIFIED_ACCESSIBLE","https://www.failbettergames.com/games","NO","PASS","PASS","NO","PAIR-046","independent-market-evidence-reviewer-codex-root","2026-08-10","11:17:39+03:00","REVIEWED","Reviewed but not qualifying as an independent pair member because it is organisation-controlled or shares the subject corporate origin."
"MV-B","SRC-DEC-STUDIO-NAME-001-093","CNT-DEC-STUDIO-NAME-001-047","EXISTING","https://weatherfactory.biz/","Weather Factory","ORG:weatherfactory.biz","Official organisation source","PRIMARY/OFFICIAL","VERIFIED_ACCESSIBLE","https://weatherfactory.biz/","NO","PASS","PASS","NO","PAIR-047","independent-market-evidence-reviewer-codex-root","2026-08-10","11:17:39+03:00","REVIEWED","Reviewed existing source; not selected as qualifying evidence because the record-level pair failed one or more mandatory conditions."
"MV-B","SRC-DEC-STUDIO-NAME-001-094","CNT-DEC-STUDIO-NAME-001-047","EXISTING","https://weatherfactory.biz/games/","weather factory","ORG:weatherfactory.biz","Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı","PRIMARY/OFFICIAL","VERIFIED_ACCESSIBLE","https://weatherfactory.biz/games/","NO","PASS","PASS","NO","PAIR-047","independent-market-evidence-reviewer-codex-root","2026-08-10","11:17:39+03:00","REVIEWED","Reviewed but not qualifying as an independent pair member because it is organisation-controlled or shares the subject corporate origin."
"MV-B","SRC-DEC-STUDIO-NAME-001-095","CNT-DEC-STUDIO-NAME-001-048","EXISTING","https://hellogames.org/","Hello Games","ORG:hellogames.org","Official organisation source","PRIMARY/OFFICIAL","VERIFIED_ACCESSIBLE","https://hellogames.org/","NO","PASS","PASS","YES","PAIR-048","independent-market-evidence-reviewer-codex-root","2026-08-10","11:17:39+03:00","REVIEWED","Qualifying live evidence member; paired with a distinct official source and reviewed independently from the collector role."
"MV-B","SRC-DEC-STUDIO-NAME-001-096","CNT-DEC-STUDIO-NAME-001-048","EXISTING","https://en.wikipedia.org/wiki/Hello_Games","Wikimedia Foundation / Wikipedia editors","PLATFORM:WIKIPEDIA","Independent reference work","SECONDARY/INDEPENDENT","VERIFIED_ACCESSIBLE","https://en.wikipedia.org/wiki/Hello_Games","NO","PASS","PASS","YES","PAIR-048","independent-market-evidence-reviewer-codex-root","2026-08-10","11:17:39+03:00","REVIEWED","Qualifying live evidence member; paired with a distinct official source and reviewed independently from the collector role."
"MV-B","SRC-DEC-STUDIO-NAME-001-097","CNT-DEC-STUDIO-NAME-001-049","EXISTING","https://www.ustwogames.co.uk/","ustwo games","ORG:www.ustwogames.co.uk","Official organisation source","PRIMARY/OFFICIAL","VERIFIED_ACCESSIBLE","https://www.ustwogames.co.uk/","NO","PASS","PASS","YES","PAIR-049","independent-market-evidence-reviewer-codex-root","2026-08-10","11:17:39+03:00","REVIEWED","Qualifying live evidence member; paired with a distinct official source and reviewed independently from the collector role."
"MV-B","SRC-DEC-STUDIO-NAME-001-098","CNT-DEC-STUDIO-NAME-001-049","EXISTING","https://en.wikipedia.org/wiki/Ustwo","Wikimedia Foundation / Wikipedia editors","PLATFORM:WIKIPEDIA","Independent reference work","SECONDARY/INDEPENDENT","VERIFIED_ACCESSIBLE","https://en.wikipedia.org/wiki/Ustwo","NO","PASS","PASS","YES","PAIR-049","independent-market-evidence-reviewer-codex-root","2026-08-10","11:17:39+03:00","REVIEWED","Qualifying live evidence member; paired with a distinct official source and reviewed independently from the collector role."
"MV-B","SRC-DEC-STUDIO-NAME-001-099","CNT-DEC-STUDIO-NAME-001-050","EXISTING","https://triband.net/","Triband","ORG:triband.net","Official organisation source","PRIMARY/OFFICIAL","VERIFIED_ACCESSIBLE","https://triband.net/","NO","PASS","PASS","NO","PAIR-050","independent-market-evidence-reviewer-codex-root","2026-08-10","11:17:39+03:00","REVIEWED","Reviewed existing source; not selected as qualifying evidence because the record-level pair failed one or more mandatory conditions."
"MV-B","SRC-DEC-STUDIO-NAME-001-100","CNT-DEC-STUDIO-NAME-001-050","EXISTING","https://triband.net/games","triband","ORG:triband.net","Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı","PRIMARY/OFFICIAL","VERIFIED_ACCESSIBLE","https://triband.net/games","NO","PASS","PASS","NO","PAIR-050","independent-market-evidence-reviewer-codex-root","2026-08-10","11:17:39+03:00","REVIEWED","Reviewed but not qualifying as an independent pair member because it is organisation-controlled or shares the subject corporate origin."
"MV-B","SRC-DEC-STUDIO-NAME-001-101","CNT-DEC-STUDIO-NAME-001-051","EXISTING","https://frictionalgames.com/","Frictional Games","ORG:frictionalgames.com","Official organisation source","PRIMARY/OFFICIAL","VERIFIED_ACCESSIBLE","https://frictionalgames.com/","NO","PASS","PASS","YES","PAIR-051","independent-market-evidence-reviewer-codex-root","2026-08-10","11:17:39+03:00","REVIEWED","Qualifying live evidence member; paired with a distinct official source and reviewed independently from the collector role."
"MV-B","SRC-DEC-STUDIO-NAME-001-102","CNT-DEC-STUDIO-NAME-001-051","EXISTING","https://en.wikipedia.org/wiki/Frictional_Games","Wikimedia Foundation / Wikipedia editors","PLATFORM:WIKIPEDIA","Independent reference work","SECONDARY/INDEPENDENT","VERIFIED_ACCESSIBLE","https://en.wikipedia.org/wiki/Frictional_Games","NO","PASS","PASS","YES","PAIR-051","independent-market-evidence-reviewer-codex-root","2026-08-10","11:17:39+03:00","REVIEWED","Qualifying live evidence member; paired with a distinct official source and reviewed independently from the collector role."
"MV-B","SRC-DEC-STUDIO-NAME-001-103","CNT-DEC-STUDIO-NAME-001-052","EXISTING","https://imageform.se/","Image & Form Games","ORG:imageform.se","Official organisation source","PRIMARY/OFFICIAL","SOURCE_IDENTITY_MISMATCH","https://imageform.se/","NO","FAIL","FAIL","NO","PAIR-052","independent-market-evidence-reviewer-codex-root","2026-08-10","11:17:39+03:00","REJECTED","Live review found the historical studio identity integrated into Thunderful Development; it does not establish the named entity as currently active."
"MV-B","SRC-DEC-STUDIO-NAME-001-104","CNT-DEC-STUDIO-NAME-001-052","EXISTING","https://thunderfulgames.com/games/","image form games","ORG:thunderfulgames.com","Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı","PRIMARY/OFFICIAL","VERIFIED_ACCESSIBLE","https://thunderfulgames.com/games/","NO","PASS","PASS","NO","PAIR-052","independent-market-evidence-reviewer-codex-root","2026-08-10","11:17:39+03:00","REVIEWED","Reviewed but not qualifying as an independent pair member because it is organisation-controlled or shares the subject corporate origin."
"MV-B","SRC-DEC-STUDIO-NAME-001-105","CNT-DEC-STUDIO-NAME-001-053","EXISTING","https://www.zoinkgames.com/","Zoink Games","ORG:www.zoinkgames.com","Official organisation source","PRIMARY/OFFICIAL","SOURCE_IDENTITY_MISMATCH","https://www.zoinkgames.com/","NO","FAIL","FAIL","NO","PAIR-053","independent-market-evidence-reviewer-codex-root","2026-08-10","11:17:39+03:00","REJECTED","Live review found the historical studio identity integrated into Thunderful Development; it does not establish the named entity as currently active."
"MV-B","SRC-DEC-STUDIO-NAME-001-106","CNT-DEC-STUDIO-NAME-001-053","EXISTING","https://en.wikipedia.org/wiki/Zoink","Wikimedia Foundation / Wikipedia editors","PLATFORM:WIKIPEDIA","Independent reference work","SECONDARY/INDEPENDENT","VERIFIED_ACCESSIBLE","https://en.wikipedia.org/wiki/Zoink","NO","PASS","PASS","NO","PAIR-053","independent-market-evidence-reviewer-codex-root","2026-08-10","11:17:39+03:00","REVIEWED","Reviewed existing source; not selected as qualifying evidence because the record-level pair failed one or more mandatory conditions."
"MV-B","SRC-DEC-STUDIO-NAME-001-107","CNT-DEC-STUDIO-NAME-001-054","EXISTING","https://www.redthreadgames.com/","Red Thread Games","ORG:www.redthreadgames.com","Official organisation source","PRIMARY/OFFICIAL","VERIFIED_ACCESSIBLE","https://www.redthreadgames.com/","NO","PASS","PASS","NO","PAIR-054","independent-market-evidence-reviewer-codex-root","2026-08-10","11:17:39+03:00","REVIEWED","Reviewed existing source; not selected as qualifying evidence because the record-level pair failed one or more mandatory conditions."
"MV-B","SRC-DEC-STUDIO-NAME-001-108","CNT-DEC-STUDIO-NAME-001-054","EXISTING","https://www.redthreadgames.com/games","red thread games","ORG:www.redthreadgames.com","Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı","PRIMARY/OFFICIAL","VERIFIED_ACCESSIBLE","https://www.redthreadgames.com/games","NO","PASS","PASS","NO","PAIR-054","independent-market-evidence-reviewer-codex-root","2026-08-10","11:17:39+03:00","REVIEWED","Reviewed but not qualifying as an independent pair member because it is organisation-controlled or shares the subject corporate origin."
"MV-B","SRC-DEC-STUDIO-NAME-001-109","CNT-DEC-STUDIO-NAME-001-055","EXISTING","https://housemarque.com/","Housemarque","ORG:housemarque.com","Official organisation source","PRIMARY/OFFICIAL","VERIFIED_ACCESSIBLE","https://housemarque.com/","NO","PASS","PASS","NO","PAIR-055","independent-market-evidence-reviewer-codex-root","2026-08-10","11:17:39+03:00","REVIEWED","Reviewed existing source; not selected as qualifying evidence because the record-level pair failed one or more mandatory conditions."
"MV-B","SRC-DEC-STUDIO-NAME-001-110","CNT-DEC-STUDIO-NAME-001-055","EXISTING","https://housemarque.com/games","housemarque","ORG:housemarque.com","Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı","PRIMARY/OFFICIAL","VERIFIED_ACCESSIBLE","https://housemarque.com/games","NO","PASS","PASS","NO","PAIR-055","independent-market-evidence-reviewer-codex-root","2026-08-10","11:17:39+03:00","REVIEWED","Reviewed but not qualifying as an independent pair member because it is organisation-controlled or shares the subject corporate origin."
"MV-B","SRC-DEC-STUDIO-NAME-001-111","CNT-DEC-STUDIO-NAME-001-056","EXISTING","https://www.frozenbyte.com/","Frozenbyte","ORG:www.frozenbyte.com","Official organisation source","PRIMARY/OFFICIAL","VERIFIED_ACCESSIBLE","https://www.frozenbyte.com/","NO","PASS","PASS","NO","PAIR-056","independent-market-evidence-reviewer-codex-root","2026-08-10","11:17:39+03:00","REVIEWED","Reviewed existing source; not selected as qualifying evidence because the record-level pair failed one or more mandatory conditions."
"MV-B","SRC-DEC-STUDIO-NAME-001-112","CNT-DEC-STUDIO-NAME-001-056","EXISTING","https://www.frozenbyte.com/games","frozenbyte","ORG:www.frozenbyte.com","Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı","PRIMARY/OFFICIAL","VERIFIED_ACCESSIBLE","https://www.frozenbyte.com/games","NO","PASS","PASS","NO","PAIR-056","independent-market-evidence-reviewer-codex-root","2026-08-10","11:17:39+03:00","REVIEWED","Reviewed but not qualifying as an independent pair member because it is organisation-controlled or shares the subject corporate origin."
