Source ID,Sample ID,Collector Agent ID,Reviewer Agent ID,Accessibility Result,Identity Result,Claim Support Result,Classification Result,Independence Result,Final Review Status,Review Date,Review Time,Notes,Replacement Source ID
SRC-DEC-STUDIO-NAME-001-011,CNT-DEC-STUDIO-NAME-001-006,market-research-director,quality-assurance-director,ACCESS_BLOCKED,FAIL,FAIL,PASS,INDEPENDENT_PAIR_MEMBER,REJECTED,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-012,CNT-DEC-STUDIO-NAME-001-006,market-research-director,quality-assurance-director,RECHECK_REQUIRED,FAIL,FAIL,PASS,UNRESOLVED,NEEDS_RECHECK,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-013,CNT-DEC-STUDIO-NAME-001-007,market-research-director,quality-assurance-director,RECHECK_REQUIRED,FAIL,FAIL,PASS,INDEPENDENT_PAIR_MEMBER,NEEDS_RECHECK,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-014,CNT-DEC-STUDIO-NAME-001-007,market-research-director,quality-assurance-director,RECHECK_REQUIRED,FAIL,FAIL,PASS,UNRESOLVED,NEEDS_RECHECK,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-015,CNT-DEC-STUDIO-NAME-001-008,market-research-director,quality-assurance-director,RECHECK_REQUIRED,FAIL,FAIL,PASS,INDEPENDENT_PAIR_MEMBER,NEEDS_RECHECK,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-016,CNT-DEC-STUDIO-NAME-001-008,market-research-director,quality-assurance-director,VERIFIED_WITH_REDIRECT,FAIL,FAIL,PASS,UNRESOLVED,NEEDS_RECHECK,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-017,CNT-DEC-STUDIO-NAME-001-009,market-research-director,quality-assurance-director,RECHECK_REQUIRED,FAIL,FAIL,PASS,INDEPENDENT_PAIR_MEMBER,NEEDS_RECHECK,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-018,CNT-DEC-STUDIO-NAME-001-009,market-research-director,quality-assurance-director,VERIFIED_ACCESSIBLE,FAIL,FAIL,PASS,UNRESOLVED,NEEDS_RECHECK,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-019,CNT-DEC-STUDIO-NAME-001-010,market-research-director,quality-assurance-director,RECHECK_REQUIRED,FAIL,FAIL,PASS,INDEPENDENT_PAIR_MEMBER,NEEDS_RECHECK,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-020,CNT-DEC-STUDIO-NAME-001-010,market-research-director,quality-assurance-director,RECHECK_REQUIRED,FAIL,FAIL,PASS,UNRESOLVED,NEEDS_RECHECK,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-021,CNT-DEC-STUDIO-NAME-001-011,market-research-director,quality-assurance-director,VERIFIED_ACCESSIBLE,PASS,PASS,PASS,INDEPENDENT_PAIR_MEMBER,REVIEWED,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-022,CNT-DEC-STUDIO-NAME-001-011,market-research-director,quality-assurance-director,VERIFIED_ACCESSIBLE,FAIL,FAIL,PASS,UNRESOLVED,NEEDS_RECHECK,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-023,CNT-DEC-STUDIO-NAME-001-012,market-research-director,quality-assurance-director,VERIFIED_ACCESSIBLE,PASS,PASS,PASS,INDEPENDENT_PAIR_MEMBER,REVIEWED,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-024,CNT-DEC-STUDIO-NAME-001-012,market-research-director,quality-assurance-director,VERIFIED_ACCESSIBLE,PASS,PASS,PASS,INDEPENDENT_FROM_SUBJECT,REVIEWED,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-025,CNT-DEC-STUDIO-NAME-001-013,market-research-director,quality-assurance-director,RECHECK_REQUIRED,FAIL,FAIL,PASS,INDEPENDENT_PAIR_MEMBER,NEEDS_RECHECK,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-026,CNT-DEC-STUDIO-NAME-001-013,market-research-director,quality-assurance-director,VERIFIED_ACCESSIBLE,PASS,PASS,PASS,INDEPENDENT_FROM_SUBJECT,REVIEWED,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-027,CNT-DEC-STUDIO-NAME-001-014,market-research-director,quality-assurance-director,VERIFIED_ACCESSIBLE,PASS,PASS,PASS,INDEPENDENT_PAIR_MEMBER,REVIEWED,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-028,CNT-DEC-STUDIO-NAME-001-014,market-research-director,quality-assurance-director,RECHECK_REQUIRED,FAIL,FAIL,PASS,UNRESOLVED,NEEDS_RECHECK,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-029,CNT-DEC-STUDIO-NAME-001-015,market-research-director,quality-assurance-director,RECHECK_REQUIRED,FAIL,FAIL,PASS,INDEPENDENT_PAIR_MEMBER,NEEDS_RECHECK,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-030,CNT-DEC-STUDIO-NAME-001-015,market-research-director,quality-assurance-director,RECHECK_REQUIRED,FAIL,FAIL,PASS,UNRESOLVED,NEEDS_RECHECK,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-031,CNT-DEC-STUDIO-NAME-001-016,market-research-director,quality-assurance-director,VERIFIED_ACCESSIBLE,PASS,PASS,PASS,INDEPENDENT_PAIR_MEMBER,REVIEWED,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-032,CNT-DEC-STUDIO-NAME-001-016,market-research-director,quality-assurance-director,VERIFIED_ACCESSIBLE,PASS,PASS,PASS,INDEPENDENT_FROM_SUBJECT,REVIEWED,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-033,CNT-DEC-STUDIO-NAME-001-017,market-research-director,quality-assurance-director,RECHECK_REQUIRED,FAIL,FAIL,PASS,INDEPENDENT_PAIR_MEMBER,NEEDS_RECHECK,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-034,CNT-DEC-STUDIO-NAME-001-017,market-research-director,quality-assurance-director,VERIFIED_ACCESSIBLE,PASS,PASS,PASS,INDEPENDENT_FROM_SUBJECT,REVIEWED,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-035,CNT-DEC-STUDIO-NAME-001-018,market-research-director,quality-assurance-director,VERIFIED_ACCESSIBLE,PASS,PASS,PASS,INDEPENDENT_PAIR_MEMBER,REVIEWED,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-036,CNT-DEC-STUDIO-NAME-001-018,market-research-director,quality-assurance-director,BROKEN_LINK,FAIL,FAIL,PASS,UNRESOLVED,REJECTED,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-037,CNT-DEC-STUDIO-NAME-001-019,market-research-director,quality-assurance-director,RECHECK_REQUIRED,FAIL,FAIL,PASS,INDEPENDENT_PAIR_MEMBER,NEEDS_RECHECK,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-038,CNT-DEC-STUDIO-NAME-001-019,market-research-director,quality-assurance-director,VERIFIED_ACCESSIBLE,FAIL,FAIL,PASS,UNRESOLVED,NEEDS_RECHECK,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-039,CNT-DEC-STUDIO-NAME-001-020,market-research-director,quality-assurance-director,RECHECK_REQUIRED,FAIL,FAIL,PASS,INDEPENDENT_PAIR_MEMBER,NEEDS_RECHECK,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-040,CNT-DEC-STUDIO-NAME-001-020,market-research-director,quality-assurance-director,RECHECK_REQUIRED,FAIL,FAIL,PASS,UNRESOLVED,NEEDS_RECHECK,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-041,CNT-DEC-STUDIO-NAME-001-021,market-research-director,quality-assurance-director,RECHECK_REQUIRED,FAIL,FAIL,PASS,INDEPENDENT_PAIR_MEMBER,NEEDS_RECHECK,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-042,CNT-DEC-STUDIO-NAME-001-021,market-research-director,quality-assurance-director,RECHECK_REQUIRED,FAIL,FAIL,PASS,UNRESOLVED,NEEDS_RECHECK,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-043,CNT-DEC-STUDIO-NAME-001-022,market-research-director,quality-assurance-director,ACCESS_BLOCKED,FAIL,FAIL,PASS,INDEPENDENT_PAIR_MEMBER,REJECTED,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-044,CNT-DEC-STUDIO-NAME-001-022,market-research-director,quality-assurance-director,RECHECK_REQUIRED,FAIL,FAIL,PASS,UNRESOLVED,NEEDS_RECHECK,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-045,CNT-DEC-STUDIO-NAME-001-023,market-research-director,quality-assurance-director,RECHECK_REQUIRED,FAIL,FAIL,PASS,INDEPENDENT_PAIR_MEMBER,NEEDS_RECHECK,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-046,CNT-DEC-STUDIO-NAME-001-023,market-research-director,quality-assurance-director,RECHECK_REQUIRED,FAIL,FAIL,PASS,UNRESOLVED,NEEDS_RECHECK,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-047,CNT-DEC-STUDIO-NAME-001-024,market-research-director,quality-assurance-director,RECHECK_REQUIRED,FAIL,FAIL,PASS,INDEPENDENT_PAIR_MEMBER,NEEDS_RECHECK,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-048,CNT-DEC-STUDIO-NAME-001-024,market-research-director,quality-assurance-director,VERIFIED_ACCESSIBLE,PASS,PASS,PASS,INDEPENDENT_FROM_SUBJECT,REVIEWED,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-049,CNT-DEC-STUDIO-NAME-001-025,market-research-director,quality-assurance-director,VERIFIED_ACCESSIBLE,PASS,PASS,PASS,INDEPENDENT_PAIR_MEMBER,REVIEWED,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-050,CNT-DEC-STUDIO-NAME-001-025,market-research-director,quality-assurance-director,VERIFIED_ACCESSIBLE,PASS,PASS,PASS,INDEPENDENT_FROM_SUBJECT,REVIEWED,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-051,CNT-DEC-STUDIO-NAME-001-026,market-research-director,quality-assurance-director,ACCESS_BLOCKED,FAIL,FAIL,PASS,INDEPENDENT_PAIR_MEMBER,REJECTED,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-052,CNT-DEC-STUDIO-NAME-001-026,market-research-director,quality-assurance-director,ACCESS_BLOCKED,FAIL,FAIL,PASS,UNRESOLVED,REJECTED,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-053,CNT-DEC-STUDIO-NAME-001-027,market-research-director,quality-assurance-director,RECHECK_REQUIRED,FAIL,FAIL,PASS,INDEPENDENT_PAIR_MEMBER,NEEDS_RECHECK,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-054,CNT-DEC-STUDIO-NAME-001-027,market-research-director,quality-assurance-director,VERIFIED_ACCESSIBLE,PASS,PASS,PASS,INDEPENDENT_FROM_SUBJECT,REVIEWED,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-055,CNT-DEC-STUDIO-NAME-001-028,market-research-director,quality-assurance-director,RECHECK_REQUIRED,FAIL,FAIL,PASS,INDEPENDENT_PAIR_MEMBER,NEEDS_RECHECK,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-056,CNT-DEC-STUDIO-NAME-001-028,market-research-director,quality-assurance-director,RECHECK_REQUIRED,FAIL,FAIL,PASS,UNRESOLVED,NEEDS_RECHECK,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-057,CNT-DEC-STUDIO-NAME-001-029,market-research-director,quality-assurance-director,RECHECK_REQUIRED,FAIL,FAIL,PASS,INDEPENDENT_PAIR_MEMBER,NEEDS_RECHECK,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-058,CNT-DEC-STUDIO-NAME-001-029,market-research-director,quality-assurance-director,RECHECK_REQUIRED,FAIL,FAIL,PASS,UNRESOLVED,NEEDS_RECHECK,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-059,CNT-DEC-STUDIO-NAME-001-030,market-research-director,quality-assurance-director,VERIFIED_ACCESSIBLE,PASS,PASS,PASS,INDEPENDENT_PAIR_MEMBER,REVIEWED,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-060,CNT-DEC-STUDIO-NAME-001-030,market-research-director,quality-assurance-director,VERIFIED_ACCESSIBLE,FAIL,FAIL,PASS,UNRESOLVED,NEEDS_RECHECK,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-061,CNT-DEC-STUDIO-NAME-001-031,market-research-director,quality-assurance-director,RECHECK_REQUIRED,FAIL,FAIL,PASS,INDEPENDENT_PAIR_MEMBER,NEEDS_RECHECK,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-062,CNT-DEC-STUDIO-NAME-001-031,market-research-director,quality-assurance-director,RECHECK_REQUIRED,FAIL,FAIL,PASS,UNRESOLVED,NEEDS_RECHECK,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-063,CNT-DEC-STUDIO-NAME-001-032,market-research-director,quality-assurance-director,RECHECK_REQUIRED,FAIL,FAIL,PASS,INDEPENDENT_PAIR_MEMBER,NEEDS_RECHECK,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-064,CNT-DEC-STUDIO-NAME-001-032,market-research-director,quality-assurance-director,VERIFIED_ACCESSIBLE,PASS,PASS,PASS,INDEPENDENT_FROM_SUBJECT,REVIEWED,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-065,CNT-DEC-STUDIO-NAME-001-033,market-research-director,quality-assurance-director,RECHECK_REQUIRED,FAIL,FAIL,PASS,INDEPENDENT_PAIR_MEMBER,NEEDS_RECHECK,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-066,CNT-DEC-STUDIO-NAME-001-033,market-research-director,quality-assurance-director,RECHECK_REQUIRED,FAIL,FAIL,PASS,UNRESOLVED,NEEDS_RECHECK,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-067,CNT-DEC-STUDIO-NAME-001-034,market-research-director,quality-assurance-director,VERIFIED_ACCESSIBLE,PASS,PASS,PASS,INDEPENDENT_PAIR_MEMBER,REVIEWED,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-068,CNT-DEC-STUDIO-NAME-001-034,market-research-director,quality-assurance-director,VERIFIED_ACCESSIBLE,PASS,PASS,PASS,INDEPENDENT_FROM_SUBJECT,REVIEWED,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-069,CNT-DEC-STUDIO-NAME-001-035,market-research-director,quality-assurance-director,RECHECK_REQUIRED,FAIL,FAIL,PASS,INDEPENDENT_PAIR_MEMBER,NEEDS_RECHECK,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-070,CNT-DEC-STUDIO-NAME-001-035,market-research-director,quality-assurance-director,RECHECK_REQUIRED,FAIL,FAIL,PASS,UNRESOLVED,NEEDS_RECHECK,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-071,CNT-DEC-STUDIO-NAME-001-036,market-research-director,quality-assurance-director,RECHECK_REQUIRED,FAIL,FAIL,PASS,INDEPENDENT_PAIR_MEMBER,NEEDS_RECHECK,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-072,CNT-DEC-STUDIO-NAME-001-036,market-research-director,quality-assurance-director,RECHECK_REQUIRED,FAIL,FAIL,PASS,UNRESOLVED,NEEDS_RECHECK,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-073,CNT-DEC-STUDIO-NAME-001-037,market-research-director,quality-assurance-director,RECHECK_REQUIRED,FAIL,FAIL,PASS,INDEPENDENT_PAIR_MEMBER,NEEDS_RECHECK,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-074,CNT-DEC-STUDIO-NAME-001-037,market-research-director,quality-assurance-director,RECHECK_REQUIRED,FAIL,FAIL,PASS,UNRESOLVED,NEEDS_RECHECK,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-075,CNT-DEC-STUDIO-NAME-001-038,market-research-director,quality-assurance-director,RECHECK_REQUIRED,FAIL,FAIL,PASS,INDEPENDENT_PAIR_MEMBER,NEEDS_RECHECK,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-076,CNT-DEC-STUDIO-NAME-001-038,market-research-director,quality-assurance-director,RECHECK_REQUIRED,FAIL,FAIL,PASS,INDEPENDENT_FROM_SUBJECT,NEEDS_RECHECK,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-077,CNT-DEC-STUDIO-NAME-001-039,market-research-director,quality-assurance-director,RECHECK_REQUIRED,FAIL,FAIL,PASS,INDEPENDENT_PAIR_MEMBER,NEEDS_RECHECK,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-078,CNT-DEC-STUDIO-NAME-001-039,market-research-director,quality-assurance-director,RECHECK_REQUIRED,FAIL,FAIL,PASS,UNRESOLVED,NEEDS_RECHECK,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-079,CNT-DEC-STUDIO-NAME-001-040,market-research-director,quality-assurance-director,RECHECK_REQUIRED,FAIL,FAIL,PASS,INDEPENDENT_PAIR_MEMBER,NEEDS_RECHECK,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-080,CNT-DEC-STUDIO-NAME-001-040,market-research-director,quality-assurance-director,RECHECK_REQUIRED,FAIL,FAIL,PASS,UNRESOLVED,NEEDS_RECHECK,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-081,CNT-DEC-STUDIO-NAME-001-041,market-research-director,quality-assurance-director,RECHECK_REQUIRED,FAIL,FAIL,PASS,INDEPENDENT_PAIR_MEMBER,NEEDS_RECHECK,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-082,CNT-DEC-STUDIO-NAME-001-041,market-research-director,quality-assurance-director,RECHECK_REQUIRED,FAIL,FAIL,PASS,UNRESOLVED,NEEDS_RECHECK,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-083,CNT-DEC-STUDIO-NAME-001-042,market-research-director,quality-assurance-director,RECHECK_REQUIRED,FAIL,FAIL,PASS,INDEPENDENT_PAIR_MEMBER,NEEDS_RECHECK,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-084,CNT-DEC-STUDIO-NAME-001-042,market-research-director,quality-assurance-director,RECHECK_REQUIRED,FAIL,FAIL,PASS,UNRESOLVED,NEEDS_RECHECK,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
SRC-DEC-STUDIO-NAME-001-085,CNT-DEC-STUDIO-NAME-001-043,market-research-director,quality-assurance-director,RECHECK_REQUIRED,FAIL,FAIL,PASS,INDEPENDENT_PAIR_MEMBER,NEEDS_RECHECK,2026-08-08,20:51:10+03:00,Direct HTTP review; redirect recorded in source register,NOT_APPLICABLE
