Batch ID,Source ID,Sample ID,Existing/New,URL or Record ID,Publisher/Institution,Source Origin Group,Source Type,Primary/Official Classification,Accessibility Result,Identity Result,Claim Support Result,Evidence Qualification,Reviewer Agent ID,Final Review Status,Review Date,Notes
MV-A,SRC-DEC-STUDIO-NAME-001-011,CNT-DEC-STUDIO-NAME-001-006,EXISTING,https://www.sega.com/,Sega,ORG:www.sega.com,Official organisation source,PRIMARY/OFFICIAL,ACCESS_BLOCKED,RECHECK_REQUIRED,RECHECK_REQUIRED,NO,independent-market-evidence-verification-reviewer,NEEDS_RECHECK,2026-08-10,Live request was blocked or transport/redirect completion was inconclusive: 429
MV-A,SRC-DEC-STUDIO-NAME-001-012,CNT-DEC-STUDIO-NAME-001-006,EXISTING,https://www.sega.com/games,Sega,ORG:www.sega.com,Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı,PRIMARY/OFFICIAL,ACCESS_BLOCKED,RECHECK_REQUIRED,RECHECK_REQUIRED,NO,independent-market-evidence-verification-reviewer,NEEDS_RECHECK,2026-08-10,Live request was blocked or transport/redirect completion was inconclusive: 429
MV-A,SRC-DEC-STUDIO-NAME-001-013,CNT-DEC-STUDIO-NAME-001-007,EXISTING,https://www.square-enix.com/,Square Enix,ORG:www.square-enix.com,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,YES,independent-market-evidence-verification-reviewer,REVIEWED,2026-08-10,Live page identity/title checked: SQUARE ENIX GLOBAL
MV-A,SRC-DEC-STUDIO-NAME-001-014,CNT-DEC-STUDIO-NAME-001-007,EXISTING,https://www.square-enix-games.com/,Square Enix,ORG:www.square-enix.com,Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı,PRIMARY/OFFICIAL,VERIFIED_WITH_REDIRECT,PASS,PASS,YES,independent-market-evidence-verification-reviewer,REVIEWED,2026-08-10,Live page identity/title checked: SQUARE ENIX | The Official SQUARE ENIX Website
MV-A,SRC-DEC-STUDIO-NAME-001-015,CNT-DEC-STUDIO-NAME-001-008,EXISTING,https://www.konami.com/games/,Konami Digital Entertainment,ORG:www.konami.com,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,YES,independent-market-evidence-verification-reviewer,REVIEWED,2026-08-10,Live page identity/title checked: Choose your country or region | KONAMI
MV-A,SRC-DEC-STUDIO-NAME-001-016,CNT-DEC-STUDIO-NAME-001-008,EXISTING,https://www.konami.com/games/eu/en/products/,Konami Digital Entertainment,ORG:www.konami.com,Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı,PRIMARY/OFFICIAL,VERIFIED_WITH_REDIRECT,PASS,PASS,YES,independent-market-evidence-verification-reviewer,REVIEWED,2026-08-10,Live page identity/title checked: Game List | KONAMI DIGITAL ENTERTAINMENT B.V.
MV-A,SRC-DEC-STUDIO-NAME-001-017,CNT-DEC-STUDIO-NAME-001-009,EXISTING,https://www.nintendo.com/,Nintendo,ORG:www.nintendo.com,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_WITH_REDIRECT,PASS,PASS,YES,independent-market-evidence-verification-reviewer,REVIEWED,2026-08-10,Live page identity/title checked: Nintendo Region Selector - Official Site
MV-A,SRC-DEC-STUDIO-NAME-001-018,CNT-DEC-STUDIO-NAME-001-009,EXISTING,https://www.nintendo.com/us/store/games/,Nintendo,ORG:www.nintendo.com,Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,YES,independent-market-evidence-verification-reviewer,REVIEWED,2026-08-10,Live page identity/title checked: Games â€“ Nintendo Store â€“ Nintendo Official site
MV-A,SRC-DEC-STUDIO-NAME-001-019,CNT-DEC-STUDIO-NAME-001-010,EXISTING,https://sonyinteractive.com/,Sony Interactive Entertainment,ORG:sonyinteractive.com,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_WITH_REDIRECT,PASS,PASS,YES,independent-market-evidence-verification-reviewer,REVIEWED,2026-08-10,Live page identity/title checked: Sony Interactive Entertainment
MV-A,SRC-DEC-STUDIO-NAME-001-020,CNT-DEC-STUDIO-NAME-001-010,EXISTING,https://www.playstation.com/en-us/games/,Sony Interactive Entertainment,ORG:sonyinteractive.com,Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı,PRIMARY/OFFICIAL,ACCESS_BLOCKED,RECHECK_REQUIRED,RECHECK_REQUIRED,NO,independent-market-evidence-verification-reviewer,NEEDS_RECHECK,2026-08-10,Live request was blocked or transport/redirect completion was inconclusive: curl: (56) schannel: failed to read data from server: SEC_E_INVALID_TOKEN (0x80090308) - ��leve sa�lanan simge ge�ersiz 200
MV-A,SRC-DEC-STUDIO-NAME-001-021,CNT-DEC-STUDIO-NAME-001-011,EXISTING,https://www.xbox.com/en-US/xbox-game-studios,Xbox Game Studios,ORG:www.xbox.com,Official organisation source,PRIMARY/OFFICIAL,ACCESS_BLOCKED,RECHECK_REQUIRED,RECHECK_REQUIRED,NO,independent-market-evidence-verification-reviewer,NEEDS_RECHECK,2026-08-10,Live request was blocked or transport/redirect completion was inconclusive: 301
MV-A,SRC-DEC-STUDIO-NAME-001-022,CNT-DEC-STUDIO-NAME-001-011,EXISTING,https://www.xbox.com/en-US/games,Xbox Game Studios,ORG:www.xbox.com,Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,YES,independent-market-evidence-verification-reviewer,REVIEWED,2026-08-10,Live page identity/title checked: XBOX Games | XBOX
MV-A,SRC-DEC-STUDIO-NAME-001-023,CNT-DEC-STUDIO-NAME-001-012,EXISTING,https://www.activision.com/,Activision,ORG:www.activision.com,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,YES,independent-market-evidence-verification-reviewer,REVIEWED,2026-08-10,Live page identity/title checked: Activision | Home
MV-A,SRC-DEC-STUDIO-NAME-001-024,CNT-DEC-STUDIO-NAME-001-012,EXISTING,https://en.wikipedia.org/wiki/Activision,Wikimedia Foundation / Wikipedia editors,PLATFORM:WIKIPEDIA,Independent reference work,SECONDARY/INDEPENDENT,VERIFIED_ACCESSIBLE,PASS,PASS,YES,independent-market-evidence-verification-reviewer,REVIEWED,2026-08-10,Live page identity/title checked: Activision - Wikipedia
MV-A,SRC-DEC-STUDIO-NAME-001-025,CNT-DEC-STUDIO-NAME-001-013,EXISTING,https://www.tripwireinteractive.com/,Tripwire Interactive,ORG:www.tripwireinteractive.com,Official organisation source,PRIMARY/OFFICIAL,ACCESS_BLOCKED,RECHECK_REQUIRED,RECHECK_REQUIRED,NO,independent-market-evidence-verification-reviewer,NEEDS_RECHECK,2026-08-10,Live request was blocked or transport/redirect completion was inconclusive: 403
MV-A,SRC-DEC-STUDIO-NAME-001-026,CNT-DEC-STUDIO-NAME-001-013,EXISTING,https://en.wikipedia.org/wiki/Tripwire_Interactive,Wikimedia Foundation / Wikipedia editors,PLATFORM:WIKIPEDIA,Independent reference work,SECONDARY/INDEPENDENT,VERIFIED_ACCESSIBLE,PASS,PASS,YES,independent-market-evidence-verification-reviewer,REVIEWED,2026-08-10,Live page identity/title checked: Tripwire Interactive - Wikipedia
MV-A,SRC-DEC-STUDIO-NAME-001-027,CNT-DEC-STUDIO-NAME-001-014,EXISTING,https://cigames.com/,CI Games,ORG:cigames.com,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,YES,independent-market-evidence-verification-reviewer,REVIEWED,2026-08-10,"Live page identity/title checked: CI Games &#8211; NiezaleÅ¼na spÃ³Å‚ka wydawnicza, produkcyjna i dystrybucyjna na globalnym rynku gier wideo."
MV-A,SRC-DEC-STUDIO-NAME-001-028,CNT-DEC-STUDIO-NAME-001-014,EXISTING,https://bethesda.net/en/games,bethesda.net,ORG:bethesda.net,Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,FAIL,FAIL,NO,independent-market-evidence-verification-reviewer,REJECTED,2026-08-10,Live page belongs to a different entity; existing Source ID retained and rejected.
MV-A,SRC-DEC-STUDIO-NAME-001-029,CNT-DEC-STUDIO-NAME-001-015,EXISTING,https://embracer.com/,Embracer Group,ORG:embracer.com,Official organisation source,PRIMARY/OFFICIAL,ACCESS_BLOCKED,RECHECK_REQUIRED,RECHECK_REQUIRED,NO,independent-market-evidence-verification-reviewer,NEEDS_RECHECK,2026-08-10,Live request was blocked or transport/redirect completion was inconclusive: 403
MV-A,SRC-DEC-STUDIO-NAME-001-030,CNT-DEC-STUDIO-NAME-001-015,EXISTING,https://embracer.com/about/operating-groups/,Embracer Group,ORG:embracer.com,Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı,PRIMARY/OFFICIAL,ACCESS_BLOCKED,RECHECK_REQUIRED,RECHECK_REQUIRED,NO,independent-market-evidence-verification-reviewer,NEEDS_RECHECK,2026-08-10,Live request was blocked or transport/redirect completion was inconclusive: 403
MV-A,SRC-DEC-STUDIO-NAME-001-031,CNT-DEC-STUDIO-NAME-001-016,EXISTING,https://www.paradoxinteractive.com/,Paradox Interactive,ORG:www.paradoxinteractive.com,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,YES,independent-market-evidence-verification-reviewer,REVIEWED,2026-08-10,Live page identity/title checked: Paradox Interactive
MV-A,SRC-DEC-STUDIO-NAME-001-032,CNT-DEC-STUDIO-NAME-001-016,EXISTING,https://en.wikipedia.org/wiki/Paradox_Interactive,Wikimedia Foundation / Wikipedia editors,PLATFORM:WIKIPEDIA,Independent reference work,SECONDARY/INDEPENDENT,VERIFIED_ACCESSIBLE,PASS,PASS,YES,independent-market-evidence-verification-reviewer,REVIEWED,2026-08-10,Live page identity/title checked: Paradox Interactive - Wikipedia
MV-A,SRC-DEC-STUDIO-NAME-001-033,CNT-DEC-STUDIO-NAME-001-017,EXISTING,https://www.focus-entmt.com/,Focus Entertainment,ORG:www.focus-entmt.com,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_WITH_REDIRECT,PASS,PASS,YES,independent-market-evidence-verification-reviewer,REVIEWED,2026-08-10,Live page identity/title checked: Home - Focus Entertainment
MV-A,SRC-DEC-STUDIO-NAME-001-034,CNT-DEC-STUDIO-NAME-001-017,EXISTING,https://en.wikipedia.org/wiki/Focus_Entertainment,Wikimedia Foundation / Wikipedia editors,PLATFORM:WIKIPEDIA,Independent reference work,SECONDARY/INDEPENDENT,VERIFIED_ACCESSIBLE,PASS,PASS,YES,independent-market-evidence-verification-reviewer,REVIEWED,2026-08-10,Live page identity/title checked: Focus Entertainment - Wikipedia
MV-A,SRC-DEC-STUDIO-NAME-001-035,CNT-DEC-STUDIO-NAME-001-018,EXISTING,https://www.nacongaming.com/,Nacon,ORG:www.nacongaming.com,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,YES,independent-market-evidence-verification-reviewer,REVIEWED,2026-08-10,"Live page identity/title checked: Manettes, Jeux vidÃ©o, RIG, Equipements gaming - Nacon"
MV-A,SRC-DEC-STUDIO-NAME-001-036,CNT-DEC-STUDIO-NAME-001-018,EXISTING,https://www.nacongaming.com/en-US/games,Nacon,ORG:www.nacongaming.com,Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı,PRIMARY/OFFICIAL,BROKEN_LINK,RECHECK_REQUIRED,RECHECK_REQUIRED,NO,independent-market-evidence-verification-reviewer,REJECTED,2026-08-10,Live request returned HTTP 404; source cannot qualify.
MV-A,SRC-DEC-STUDIO-NAME-001-037,CNT-DEC-STUDIO-NAME-001-019,EXISTING,https://hoodedhorse.com/,Hooded Horse,ORG:hoodedhorse.com,Official organisation source,PRIMARY/OFFICIAL,ACCESS_BLOCKED,RECHECK_REQUIRED,RECHECK_REQUIRED,NO,independent-market-evidence-verification-reviewer,NEEDS_RECHECK,2026-08-10,Live request was blocked or transport/redirect completion was inconclusive: 403
MV-A,SRC-DEC-STUDIO-NAME-001-038,CNT-DEC-STUDIO-NAME-001-019,EXISTING,https://plaion.com/en/games,plaion.com,ORG:plaion.com,Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,FAIL,FAIL,NO,independent-market-evidence-verification-reviewer,REJECTED,2026-08-10,Live page belongs to a different entity; existing Source ID retained and rejected.
MV-A,SRC-DEC-STUDIO-NAME-001-039,CNT-DEC-STUDIO-NAME-001-020,EXISTING,https://www.neteasegames.com/,NetEase Games,ORG:www.neteasegames.com,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,YES,independent-market-evidence-verification-reviewer,REVIEWED,2026-08-10,Live page identity/title checked: NetEase Games
MV-A,SRC-DEC-STUDIO-NAME-001-040,CNT-DEC-STUDIO-NAME-001-020,EXISTING,https://www.neteasegames.com/games/,NetEase Games,ORG:www.neteasegames.com,Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı,PRIMARY/OFFICIAL,BROKEN_LINK,RECHECK_REQUIRED,RECHECK_REQUIRED,NO,independent-market-evidence-verification-reviewer,REJECTED,2026-08-10,Live request returned HTTP 404; source cannot qualify.
MV-A,SRC-DEC-STUDIO-NAME-001-041,CNT-DEC-STUDIO-NAME-001-021,EXISTING,https://game.qq.com/,Tencent Games,ORG:game.qq.com,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,YES,independent-market-evidence-verification-reviewer,REVIEWED,2026-08-10,Live page identity/title checked: Spark More£¡È¥·¢ÏÖ£¬ÎŞÏŞ¿ÉÄÜ--ÌÚÑ¶ÓÎÏ·¹Ù·½ÍøÕ¾
MV-A,SRC-DEC-STUDIO-NAME-001-042,CNT-DEC-STUDIO-NAME-001-021,EXISTING,https://www.tencent.com/en-us/business.html,Tencent Games,ORG:game.qq.com,Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı,PRIMARY/OFFICIAL,VERIFIED_WITH_REDIRECT,PASS,PASS,YES,independent-market-evidence-verification-reviewer,REVIEWED,2026-08-10,Live page identity/title checked: What we create - Tencent
MV-A,SRC-DEC-STUDIO-NAME-001-043,CNT-DEC-STUDIO-NAME-001-022,EXISTING,https://www.krafton.com/en/,Krafton,ORG:www.krafton.com,Official organisation source,PRIMARY/OFFICIAL,ACCESS_BLOCKED,RECHECK_REQUIRED,RECHECK_REQUIRED,NO,independent-market-evidence-verification-reviewer,NEEDS_RECHECK,2026-08-10,Live request was blocked or transport/redirect completion was inconclusive: 403
MV-A,SRC-DEC-STUDIO-NAME-001-044,CNT-DEC-STUDIO-NAME-001-022,EXISTING,https://www.krafton.com/en/games/,Krafton,ORG:www.krafton.com,Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı,PRIMARY/OFFICIAL,ACCESS_BLOCKED,RECHECK_REQUIRED,RECHECK_REQUIRED,NO,independent-market-evidence-verification-reviewer,NEEDS_RECHECK,2026-08-10,Live request was blocked or transport/redirect completion was inconclusive: 403
MV-A,SRC-DEC-STUDIO-NAME-001-045,CNT-DEC-STUDIO-NAME-001-023,EXISTING,https://www.ncsoft.com/en,NCSoft,ORG:www.ncsoft.com,Official organisation source,PRIMARY/OFFICIAL,ACCESS_BLOCKED,RECHECK_REQUIRED,RECHECK_REQUIRED,NO,independent-market-evidence-verification-reviewer,NEEDS_RECHECK,2026-08-10,Live request was blocked or transport/redirect completion was inconclusive: curl: (7) Failed to connect to www.nc.com port 80 after 468 ms: Could not connect to server 301
MV-A,SRC-DEC-STUDIO-NAME-001-046,CNT-DEC-STUDIO-NAME-001-023,EXISTING,https://www.ncsoft.com/en/game/index.do,NCSoft,ORG:www.ncsoft.com,Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı,PRIMARY/OFFICIAL,VERIFIED_WITH_REDIRECT,PASS,PASS,YES,independent-market-evidence-verification-reviewer,REVIEWED,2026-08-10,Live page identity/title checked: NC - Welcome to a New world Connected Through Joy
MV-A,SRC-DEC-STUDIO-NAME-001-047,CNT-DEC-STUDIO-NAME-001-024,EXISTING,https://www.nexon.com/,Nexon,ORG:www.nexon.com,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_WITH_REDIRECT,PASS,PASS,YES,independent-market-evidence-verification-reviewer,REVIEWED,2026-08-10,Live page identity/title checked: Nexon Home
MV-A,SRC-DEC-STUDIO-NAME-001-048,CNT-DEC-STUDIO-NAME-001-024,EXISTING,https://en.wikipedia.org/wiki/Nexon,Wikimedia Foundation / Wikipedia editors,PLATFORM:WIKIPEDIA,Independent reference work,SECONDARY/INDEPENDENT,VERIFIED_ACCESSIBLE,PASS,PASS,YES,independent-market-evidence-verification-reviewer,REVIEWED,2026-08-10,Live page identity/title checked: Nexon - Wikipedia
MV-A,SRC-DEC-STUDIO-NAME-001-049,CNT-DEC-STUDIO-NAME-001-025,EXISTING,https://www.pearlabyss.com/en-US,Pearl Abyss,ORG:www.pearlabyss.com,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,YES,independent-market-evidence-verification-reviewer,REVIEWED,2026-08-10,Live page identity/title checked: Pearl Abyss Official Website | Pearl Abyss
MV-A,SRC-DEC-STUDIO-NAME-001-050,CNT-DEC-STUDIO-NAME-001-025,EXISTING,https://en.wikipedia.org/wiki/Pearl_Abyss,Wikimedia Foundation / Wikipedia editors,PLATFORM:WIKIPEDIA,Independent reference work,SECONDARY/INDEPENDENT,VERIFIED_ACCESSIBLE,PASS,PASS,YES,independent-market-evidence-verification-reviewer,REVIEWED,2026-08-10,Live page identity/title checked: Pearl Abyss - Wikipedia
MV-A,SRC-DEC-STUDIO-NAME-001-051,CNT-DEC-STUDIO-NAME-001-026,EXISTING,https://www.devolverdigital.com/,Devolver Digital,ORG:www.devolverdigital.com,Official organisation source,PRIMARY/OFFICIAL,ACCESS_BLOCKED,RECHECK_REQUIRED,RECHECK_REQUIRED,NO,independent-market-evidence-verification-reviewer,NEEDS_RECHECK,2026-08-10,Live request was blocked or transport/redirect completion was inconclusive: 429
MV-A,SRC-DEC-STUDIO-NAME-001-052,CNT-DEC-STUDIO-NAME-001-026,EXISTING,https://www.devolverdigital.com/games,Devolver Digital,ORG:www.devolverdigital.com,Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı,PRIMARY/OFFICIAL,ACCESS_BLOCKED,RECHECK_REQUIRED,RECHECK_REQUIRED,NO,independent-market-evidence-verification-reviewer,NEEDS_RECHECK,2026-08-10,Live request was blocked or transport/redirect completion was inconclusive: 429
MV-A,SRC-DEC-STUDIO-NAME-001-053,CNT-DEC-STUDIO-NAME-001-027,EXISTING,https://annapurnainteractive.com/,Annapurna Interactive,ORG:annapurnainteractive.com,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,YES,independent-market-evidence-verification-reviewer,REVIEWED,2026-08-10,Live page identity/title checked: Annapurna Interactive
MV-A,SRC-DEC-STUDIO-NAME-001-054,CNT-DEC-STUDIO-NAME-001-027,EXISTING,https://en.wikipedia.org/wiki/Annapurna_Interactive,Wikimedia Foundation / Wikipedia editors,PLATFORM:WIKIPEDIA,Independent reference work,SECONDARY/INDEPENDENT,VERIFIED_ACCESSIBLE,PASS,PASS,YES,independent-market-evidence-verification-reviewer,REVIEWED,2026-08-10,Live page identity/title checked: Annapurna Interactive - Wikipedia
MV-A,SRC-DEC-STUDIO-NAME-001-055,CNT-DEC-STUDIO-NAME-001-028,EXISTING,https://www.team17.com/,Team17,ORG:www.team17.com,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,YES,independent-market-evidence-verification-reviewer,REVIEWED,2026-08-10,Live page identity/title checked: Team17 | Indie Games developed by Independent Developers
MV-A,SRC-DEC-STUDIO-NAME-001-056,CNT-DEC-STUDIO-NAME-001-028,EXISTING,https://www.team17.com/games/,Team17,ORG:www.team17.com,Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı,PRIMARY/OFFICIAL,VERIFIED_WITH_REDIRECT,PASS,PASS,YES,independent-market-evidence-verification-reviewer,REVIEWED,2026-08-10,Live page identity/title checked: Video Games | Independent Games | Team17
MV-A,SRC-DEC-STUDIO-NAME-001-057,CNT-DEC-STUDIO-NAME-001-029,EXISTING,https://rawfury.com/,Raw Fury,ORG:rawfury.com,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,YES,independent-market-evidence-verification-reviewer,REVIEWED,2026-08-10,Live page identity/title checked:
MV-A,SRC-DEC-STUDIO-NAME-001-058,CNT-DEC-STUDIO-NAME-001-029,EXISTING,https://rawfury.com/games/,Raw Fury,ORG:rawfury.com,Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,YES,independent-market-evidence-verification-reviewer,REVIEWED,2026-08-10,Live page identity/title checked:
MV-A,SRC-DEC-STUDIO-NAME-001-059,CNT-DEC-STUDIO-NAME-001-030,EXISTING,https://11bitstudios.com/,11 bit studios,ORG:11bitstudios.com,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,YES,independent-market-evidence-verification-reviewer,REVIEWED,2026-08-10,Live page identity/title checked: Homepage - 11 bit studios
MV-A,SRC-DEC-STUDIO-NAME-001-060,CNT-DEC-STUDIO-NAME-001-030,EXISTING,https://11bitstudios.com/games/,11 bit studios,ORG:11bitstudios.com,Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,YES,independent-market-evidence-verification-reviewer,REVIEWED,2026-08-10,Live page identity/title checked: Games - 11 bit studios
MV-B,SRC-DEC-STUDIO-NAME-001-061,CNT-DEC-STUDIO-NAME-001-031,EXISTING,https://www.supergiantgames.com/,Supergiant Games,ORG:www.supergiantgames.com,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,NO,independent-market-evidence-reviewer-codex-root,REVIEWED,2026-08-10,Reviewed existing source; not selected as qualifying evidence because the record-level pair failed one or more mandatory conditions.
MV-B,SRC-DEC-STUDIO-NAME-001-062,CNT-DEC-STUDIO-NAME-001-031,EXISTING,https://www.supergiantgames.com/games/,supergiant games,ORG:www.supergiantgames.com,Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,NO,independent-market-evidence-reviewer-codex-root,REVIEWED,2026-08-10,Reviewed but not qualifying as an independent pair member because it is organisation-controlled or shares the subject corporate origin.
MV-B,SRC-DEC-STUDIO-NAME-001-063,CNT-DEC-STUDIO-NAME-001-032,EXISTING,https://www.klei.com/,Klei Entertainment,ORG:www.klei.com,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,YES,independent-market-evidence-reviewer-codex-root,REVIEWED,2026-08-10,Qualifying live evidence member; paired with a distinct official source and reviewed independently from the collector role.
