Verification Batch ID,Counted Sample ID,Canonical Entity ID,Normalized Entity Name,Current Status,Primary Counted Layer,Region,Existing Source IDs,Required Independent Source Count,Required Primary Source Count,Assigned Reviewer Role,Verification Status,Notes
MV-C,CNT-DEC-STUDIO-NAME-001-071,CAN-DEC-STUDIO-NAME-001-071,studio mdhr,STATUS_UNCERTAIN,Bağımsız stüdyolar,Kuzey Amerika,SRC-DEC-STUDIO-NAME-001-141;SRC-DEC-STUDIO-NAME-001-142,2,1,quality-assurance-director,NOT_STARTED,Existing evidence requires live independent verification; no status change in partition setup.
MV-C,CNT-DEC-STUDIO-NAME-001-072,CAN-DEC-STUDIO-NAME-001-072,team cherry,STATUS_UNCERTAIN,Bağımsız stüdyolar,Diğer bölgeler,SRC-DEC-STUDIO-NAME-001-143;SRC-DEC-STUDIO-NAME-001-144,2,1,quality-assurance-director,NOT_STARTED,Existing evidence requires live independent verification; no status change in partition setup.
MV-C,CNT-DEC-STUDIO-NAME-001-073,CAN-DEC-STUDIO-NAME-001-073,witch beam,STATUS_UNCERTAIN,Bağımsız stüdyolar,Diğer bölgeler,SRC-DEC-STUDIO-NAME-001-145;SRC-DEC-STUDIO-NAME-001-146,2,1,quality-assurance-director,NOT_STARTED,Existing evidence requires live independent verification; no status change in partition setup.
MV-C,CNT-DEC-STUDIO-NAME-001-074,CAN-DEC-STUDIO-NAME-001-074,beethoven dinosaur,STATUS_UNCERTAIN,Bağımsız stüdyolar,Diğer bölgeler,SRC-DEC-STUDIO-NAME-001-147;SRC-DEC-STUDIO-NAME-001-148,2,1,quality-assurance-director,NOT_STARTED,Existing evidence requires live independent verification; no status change in partition setup.
MV-C,CNT-DEC-STUDIO-NAME-001-075,CAN-DEC-STUDIO-NAME-001-075,mojiken studio,STATUS_UNCERTAIN,Bağımsız stüdyolar,Güney ve Güneydoğu Asya,SRC-DEC-STUDIO-NAME-001-149;SRC-DEC-STUDIO-NAME-001-150,2,1,quality-assurance-director,NOT_STARTED,Existing evidence requires live independent verification; no status change in partition setup.
MV-C,CNT-DEC-STUDIO-NAME-001-076,CAN-DEC-STUDIO-NAME-001-076,supercell,STATUS_UNCERTAIN,Mobil oyun şirketleri,Avrupa,SRC-DEC-STUDIO-NAME-001-151;SRC-DEC-STUDIO-NAME-001-152,2,1,quality-assurance-director,NOT_STARTED,Existing evidence requires live independent verification; no status change in partition setup.
MV-C,CNT-DEC-STUDIO-NAME-001-077,CAN-DEC-STUDIO-NAME-001-077,homa games,STATUS_UNCERTAIN,Mobil oyun şirketleri,Avrupa,SRC-DEC-STUDIO-NAME-001-153;SRC-DEC-STUDIO-NAME-001-154,2,1,quality-assurance-director,NOT_STARTED,Existing evidence requires live independent verification; no status change in partition setup.
MV-C,CNT-DEC-STUDIO-NAME-001-078,CAN-DEC-STUDIO-NAME-001-078,scopely,STATUS_UNCERTAIN,Mobil oyun şirketleri,Kuzey Amerika,SRC-DEC-STUDIO-NAME-001-155;SRC-DEC-STUDIO-NAME-001-156,2,1,quality-assurance-director,NOT_STARTED,Existing evidence requires live independent verification; no status change in partition setup.
MV-C,CNT-DEC-STUDIO-NAME-001-079,CAN-DEC-STUDIO-NAME-001-079,zynga,STATUS_UNCERTAIN,Mobil oyun şirketleri,Kuzey Amerika,SRC-DEC-STUDIO-NAME-001-157;SRC-DEC-STUDIO-NAME-001-158,2,1,quality-assurance-director,NOT_STARTED,Existing evidence requires live independent verification; no status change in partition setup.
MV-C,CNT-DEC-STUDIO-NAME-001-080,CAN-DEC-STUDIO-NAME-001-080,niantic,STATUS_UNCERTAIN,Mobil oyun şirketleri,Kuzey Amerika,SRC-DEC-STUDIO-NAME-001-159;SRC-DEC-STUDIO-NAME-001-160,2,1,quality-assurance-director,NOT_STARTED,Existing evidence requires live independent verification; no status change in partition setup.
MV-C,CNT-DEC-STUDIO-NAME-001-081,CAN-DEC-STUDIO-NAME-001-081,jam city,STATUS_UNCERTAIN,Mobil oyun şirketleri,Kuzey Amerika,SRC-DEC-STUDIO-NAME-001-161;SRC-DEC-STUDIO-NAME-001-162,2,1,quality-assurance-director,NOT_STARTED,Existing evidence requires live independent verification; no status change in partition setup.
MV-C,CNT-DEC-STUDIO-NAME-001-082,CAN-DEC-STUDIO-NAME-001-082,playrix,STATUS_UNCERTAIN,Mobil oyun şirketleri,Avrupa,SRC-DEC-STUDIO-NAME-001-163;SRC-DEC-STUDIO-NAME-001-164,2,1,quality-assurance-director,NOT_STARTED,Existing evidence requires live independent verification; no status change in partition setup.
MV-C,CNT-DEC-STUDIO-NAME-001-083,CAN-DEC-STUDIO-NAME-001-083,moon active,STATUS_UNCERTAIN,Mobil oyun şirketleri,Türkiye ve yakın bölge,SRC-DEC-STUDIO-NAME-001-165;SRC-DEC-STUDIO-NAME-001-166,2,1,quality-assurance-director,NOT_STARTED,Existing evidence requires live independent verification; no status change in partition setup.
MV-C,CNT-DEC-STUDIO-NAME-001-084,CAN-DEC-STUDIO-NAME-001-084,miniclip,STATUS_UNCERTAIN,Mobil oyun şirketleri,Avrupa,SRC-DEC-STUDIO-NAME-001-167;SRC-DEC-STUDIO-NAME-001-168,2,1,quality-assurance-director,NOT_STARTED,Existing evidence requires live independent verification; no status change in partition setup.
MV-C,CNT-DEC-STUDIO-NAME-001-085,CAN-DEC-STUDIO-NAME-001-085,voodoo,STATUS_UNCERTAIN,Mobil oyun şirketleri,Avrupa,SRC-DEC-STUDIO-NAME-001-169;SRC-DEC-STUDIO-NAME-001-170,2,1,quality-assurance-director,NOT_STARTED,Existing evidence requires live independent verification; no status change in partition setup.
MV-C,CNT-DEC-STUDIO-NAME-001-086,CAN-DEC-STUDIO-NAME-001-086,rollic,STATUS_UNCERTAIN,Mobil oyun şirketleri,Türkiye ve yakın bölge,SRC-DEC-STUDIO-NAME-001-171;SRC-DEC-STUDIO-NAME-001-172,2,1,quality-assurance-director,NOT_STARTED,Existing evidence requires live independent verification; no status change in partition setup.
MV-C,CNT-DEC-STUDIO-NAME-001-087,CAN-DEC-STUDIO-NAME-001-087,dream games,STATUS_UNCERTAIN,Mobil oyun şirketleri,Türkiye ve yakın bölge,SRC-DEC-STUDIO-NAME-001-173;SRC-DEC-STUDIO-NAME-001-174,2,1,quality-assurance-director,NOT_STARTED,Existing evidence requires live independent verification; no status change in partition setup.
MV-C,CNT-DEC-STUDIO-NAME-001-088,CAN-DEC-STUDIO-NAME-001-088,peak,STATUS_UNCERTAIN,Mobil oyun şirketleri,Türkiye ve yakın bölge,SRC-DEC-STUDIO-NAME-001-175;SRC-DEC-STUDIO-NAME-001-176,2,1,quality-assurance-director,NOT_STARTED,Existing evidence requires live independent verification; no status change in partition setup.
MV-C,CNT-DEC-STUDIO-NAME-001-089,CAN-DEC-STUDIO-NAME-001-089,good job games,STATUS_UNCERTAIN,Mobil oyun şirketleri,Türkiye ve yakın bölge,SRC-DEC-STUDIO-NAME-001-177;SRC-DEC-STUDIO-NAME-001-178,2,1,quality-assurance-director,NOT_STARTED,Existing evidence requires live independent verification; no status change in partition setup.
MV-C,CNT-DEC-STUDIO-NAME-001-090,CAN-DEC-STUDIO-NAME-001-090,spyke games,STATUS_UNCERTAIN,Mobil oyun şirketleri,Türkiye ve yakın bölge,SRC-DEC-STUDIO-NAME-001-179;SRC-DEC-STUDIO-NAME-001-180,2,1,quality-assurance-director,NOT_STARTED,Existing evidence requires live independent verification; no status change in partition setup.
