Verification Batch ID,Counted Sample ID,Canonical Entity ID,Normalized Entity Name,Current Status,Primary Counted Layer,Region,Existing Source IDs,Required Independent Source Count,Required Primary Source Count,Assigned Reviewer Role,Verification Status,Notes
MV-B,CNT-DEC-STUDIO-NAME-001-043,CAN-DEC-STUDIO-NAME-001-043,iron gate studio,STATUS_UNCERTAIN,Bağımsız stüdyolar,Avrupa,SRC-DEC-STUDIO-NAME-001-085;SRC-DEC-STUDIO-NAME-001-086,2,1,quality-assurance-director,NOT_STARTED,Existing evidence requires live independent verification; no status change in partition setup.
MV-B,CNT-DEC-STUDIO-NAME-001-044,CAN-DEC-STUDIO-NAME-001-044,landfall games,STATUS_UNCERTAIN,Bağımsız stüdyolar,Avrupa,SRC-DEC-STUDIO-NAME-001-087;SRC-DEC-STUDIO-NAME-001-088,2,1,quality-assurance-director,NOT_STARTED,Existing evidence requires live independent verification; no status change in partition setup.
MV-B,CNT-DEC-STUDIO-NAME-001-045,CAN-DEC-STUDIO-NAME-001-045,no more robots,STATUS_UNCERTAIN,Bağımsız stüdyolar,Avrupa,SRC-DEC-STUDIO-NAME-001-089;SRC-DEC-STUDIO-NAME-001-090,2,1,quality-assurance-director,NOT_STARTED,Existing evidence requires live independent verification; no status change in partition setup.
MV-B,CNT-DEC-STUDIO-NAME-001-046,CAN-DEC-STUDIO-NAME-001-046,failbetter games,STATUS_UNCERTAIN,Bağımsız stüdyolar,Avrupa,SRC-DEC-STUDIO-NAME-001-091;SRC-DEC-STUDIO-NAME-001-092,2,1,quality-assurance-director,NOT_STARTED,Existing evidence requires live independent verification; no status change in partition setup.
MV-B,CNT-DEC-STUDIO-NAME-001-047,CAN-DEC-STUDIO-NAME-001-047,weather factory,STATUS_UNCERTAIN,Bağımsız stüdyolar,Avrupa,SRC-DEC-STUDIO-NAME-001-093;SRC-DEC-STUDIO-NAME-001-094,2,1,quality-assurance-director,NOT_STARTED,Existing evidence requires live independent verification; no status change in partition setup.
MV-B,CNT-DEC-STUDIO-NAME-001-048,CAN-DEC-STUDIO-NAME-001-048,hello games,STATUS_UNCERTAIN,Bağımsız stüdyolar,Avrupa,SRC-DEC-STUDIO-NAME-001-095;SRC-DEC-STUDIO-NAME-001-096,2,1,quality-assurance-director,NOT_STARTED,Existing evidence requires live independent verification; no status change in partition setup.
MV-B,CNT-DEC-STUDIO-NAME-001-049,CAN-DEC-STUDIO-NAME-001-049,ustwo games,STATUS_UNCERTAIN,Bağımsız stüdyolar,Avrupa,SRC-DEC-STUDIO-NAME-001-097;SRC-DEC-STUDIO-NAME-001-098,2,1,quality-assurance-director,NOT_STARTED,Existing evidence requires live independent verification; no status change in partition setup.
MV-B,CNT-DEC-STUDIO-NAME-001-050,CAN-DEC-STUDIO-NAME-001-050,triband,STATUS_UNCERTAIN,Bağımsız stüdyolar,Avrupa,SRC-DEC-STUDIO-NAME-001-099;SRC-DEC-STUDIO-NAME-001-100,2,1,quality-assurance-director,NOT_STARTED,Existing evidence requires live independent verification; no status change in partition setup.
MV-B,CNT-DEC-STUDIO-NAME-001-051,CAN-DEC-STUDIO-NAME-001-051,frictional games,STATUS_UNCERTAIN,Bağımsız stüdyolar,Avrupa,SRC-DEC-STUDIO-NAME-001-101;SRC-DEC-STUDIO-NAME-001-102,2,1,quality-assurance-director,NOT_STARTED,Existing evidence requires live independent verification; no status change in partition setup.
MV-B,CNT-DEC-STUDIO-NAME-001-052,CAN-DEC-STUDIO-NAME-001-052,image form games,STATUS_UNCERTAIN,Bağımsız stüdyolar,Avrupa,SRC-DEC-STUDIO-NAME-001-103;SRC-DEC-STUDIO-NAME-001-104,2,1,quality-assurance-director,NOT_STARTED,Existing evidence requires live independent verification; no status change in partition setup.
MV-B,CNT-DEC-STUDIO-NAME-001-053,CAN-DEC-STUDIO-NAME-001-053,zoink games,STATUS_UNCERTAIN,Bağımsız stüdyolar,Avrupa,SRC-DEC-STUDIO-NAME-001-105;SRC-DEC-STUDIO-NAME-001-106,2,1,quality-assurance-director,NOT_STARTED,Existing evidence requires live independent verification; no status change in partition setup.
MV-B,CNT-DEC-STUDIO-NAME-001-054,CAN-DEC-STUDIO-NAME-001-054,red thread games,STATUS_UNCERTAIN,Bağımsız stüdyolar,Avrupa,SRC-DEC-STUDIO-NAME-001-107;SRC-DEC-STUDIO-NAME-001-108,2,1,quality-assurance-director,NOT_STARTED,Existing evidence requires live independent verification; no status change in partition setup.
MV-B,CNT-DEC-STUDIO-NAME-001-055,CAN-DEC-STUDIO-NAME-001-055,housemarque,STATUS_UNCERTAIN,Bağımsız stüdyolar,Avrupa,SRC-DEC-STUDIO-NAME-001-109;SRC-DEC-STUDIO-NAME-001-110,2,1,quality-assurance-director,NOT_STARTED,Existing evidence requires live independent verification; no status change in partition setup.
MV-B,CNT-DEC-STUDIO-NAME-001-056,CAN-DEC-STUDIO-NAME-001-056,frozenbyte,STATUS_UNCERTAIN,Bağımsız stüdyolar,Avrupa,SRC-DEC-STUDIO-NAME-001-111;SRC-DEC-STUDIO-NAME-001-112,2,1,quality-assurance-director,NOT_STARTED,Existing evidence requires live independent verification; no status change in partition setup.
MV-B,CNT-DEC-STUDIO-NAME-001-057,CAN-DEC-STUDIO-NAME-001-057,colossal order,STATUS_UNCERTAIN,Bağımsız stüdyolar,Avrupa,SRC-DEC-STUDIO-NAME-001-113;SRC-DEC-STUDIO-NAME-001-114,2,1,quality-assurance-director,NOT_STARTED,Existing evidence requires live independent verification; no status change in partition setup.
MV-B,CNT-DEC-STUDIO-NAME-001-058,CAN-DEC-STUDIO-NAME-001-058,sad owl studios,STATUS_UNCERTAIN,Bağımsız stüdyolar,Avrupa,SRC-DEC-STUDIO-NAME-001-115;SRC-DEC-STUDIO-NAME-001-116,2,1,quality-assurance-director,NOT_STARTED,Existing evidence requires live independent verification; no status change in partition setup.
MV-B,CNT-DEC-STUDIO-NAME-001-059,CAN-DEC-STUDIO-NAME-001-059,masomo,STATUS_UNCERTAIN,Bağımsız stüdyolar,Türkiye ve yakın bölge,SRC-DEC-STUDIO-NAME-001-117;SRC-DEC-STUDIO-NAME-001-118,2,1,quality-assurance-director,NOT_STARTED,Existing evidence requires live independent verification; no status change in partition setup.
MV-B,CNT-DEC-STUDIO-NAME-001-060,CAN-DEC-STUDIO-NAME-001-060,panicbarn,STATUS_UNCERTAIN,Bağımsız stüdyolar,Avrupa,SRC-DEC-STUDIO-NAME-001-119;SRC-DEC-STUDIO-NAME-001-120,2,1,quality-assurance-director,NOT_STARTED,Existing evidence requires live independent verification; no status change in partition setup.
