Verification Batch ID,Counted Sample ID,Canonical Entity ID,Normalized Entity Name,Record Type,Original Status,Verification Result,Qualifying Source 1 ID,Qualifying Source 2 ID,Reviewer Agent ID,Confidence,Outstanding Evidence Requirement,Consolidation Status
MV-A,CNT-DEC-STUDIO-NAME-001-015,CAN-DEC-STUDIO-NAME-001-015,embracer group,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-verification-reviewer,HIGH â€” fail-closed,Qualifying evidence threshold not met; identity; claim support; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
MV-A,CNT-DEC-STUDIO-NAME-001-016,CAN-DEC-STUDIO-NAME-001-016,paradox interactive,ACTIVE,STATUS_UNCERTAIN,VERIFIED_ACTIVE,SRC-DEC-STUDIO-NAME-001-031,SRC-DEC-STUDIO-NAME-001-032,independent-market-evidence-verification-reviewer,HIGH,NONE,CONSOLIDATED_VERIFIED
MV-A,CNT-DEC-STUDIO-NAME-001-017,CAN-DEC-STUDIO-NAME-001-017,focus entertainment,ACTIVE,STATUS_UNCERTAIN,VERIFIED_ACTIVE,SRC-DEC-STUDIO-NAME-001-033,SRC-DEC-STUDIO-NAME-001-034,independent-market-evidence-verification-reviewer,HIGH,NONE,CONSOLIDATED_VERIFIED
MV-A,CNT-DEC-STUDIO-NAME-001-018,CAN-DEC-STUDIO-NAME-001-018,nacon,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-verification-reviewer,HIGH â€” fail-closed,Qualifying evidence threshold not met; identity; claim support; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
MV-A,CNT-DEC-STUDIO-NAME-001-019,CAN-DEC-STUDIO-NAME-001-019,hooded horse,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-verification-reviewer,HIGH â€” fail-closed,Qualifying evidence threshold not met; identity; claim support; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
MV-A,CNT-DEC-STUDIO-NAME-001-020,CAN-DEC-STUDIO-NAME-001-020,netease games,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-verification-reviewer,HIGH â€” fail-closed,Qualifying evidence threshold not met; identity; claim support; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
MV-A,CNT-DEC-STUDIO-NAME-001-021,CAN-DEC-STUDIO-NAME-001-021,tencent games,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-verification-reviewer,HIGH â€” fail-closed,Qualifying evidence threshold not met; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
MV-A,CNT-DEC-STUDIO-NAME-001-022,CAN-DEC-STUDIO-NAME-001-022,krafton,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-verification-reviewer,HIGH â€” fail-closed,Qualifying evidence threshold not met; identity; claim support; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
MV-A,CNT-DEC-STUDIO-NAME-001-023,CAN-DEC-STUDIO-NAME-001-023,ncsoft,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-verification-reviewer,HIGH â€” fail-closed,Qualifying evidence threshold not met; identity; claim support; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
MV-A,CNT-DEC-STUDIO-NAME-001-024,CAN-DEC-STUDIO-NAME-001-024,nexon,ACTIVE,STATUS_UNCERTAIN,VERIFIED_ACTIVE,SRC-DEC-STUDIO-NAME-001-047,SRC-DEC-STUDIO-NAME-001-048,independent-market-evidence-verification-reviewer,HIGH,NONE,CONSOLIDATED_VERIFIED
MV-A,CNT-DEC-STUDIO-NAME-001-025,CAN-DEC-STUDIO-NAME-001-025,pearl abyss,ACTIVE,STATUS_UNCERTAIN,VERIFIED_ACTIVE,SRC-DEC-STUDIO-NAME-001-049,SRC-DEC-STUDIO-NAME-001-050,independent-market-evidence-verification-reviewer,HIGH,NONE,CONSOLIDATED_VERIFIED
MV-A,CNT-DEC-STUDIO-NAME-001-026,CAN-DEC-STUDIO-NAME-001-026,devolver digital,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-verification-reviewer,HIGH â€” fail-closed,Qualifying evidence threshold not met; identity; claim support; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
MV-A,CNT-DEC-STUDIO-NAME-001-027,CAN-DEC-STUDIO-NAME-001-027,annapurna interactive,ACTIVE,STATUS_UNCERTAIN,VERIFIED_ACTIVE,SRC-DEC-STUDIO-NAME-001-053,SRC-DEC-STUDIO-NAME-001-054,independent-market-evidence-verification-reviewer,HIGH,NONE,CONSOLIDATED_VERIFIED
MV-A,CNT-DEC-STUDIO-NAME-001-028,CAN-DEC-STUDIO-NAME-001-028,team17,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-verification-reviewer,HIGH â€” fail-closed,Qualifying evidence threshold not met; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
MV-A,CNT-DEC-STUDIO-NAME-001-029,CAN-DEC-STUDIO-NAME-001-029,raw fury,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-verification-reviewer,HIGH â€” fail-closed,Qualifying evidence threshold not met; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
MV-A,CNT-DEC-STUDIO-NAME-001-030,CAN-DEC-STUDIO-NAME-001-030,11 bit studios,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-verification-reviewer,HIGH â€” fail-closed,Qualifying evidence threshold not met; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
MV-B,CNT-DEC-STUDIO-NAME-001-031,CAN-DEC-STUDIO-NAME-001-031,supergiant games,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-reviewer-codex-root,MEDIUM,Qualifying evidence threshold not met; identity; claim support; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
MV-B,CNT-DEC-STUDIO-NAME-001-032,CAN-DEC-STUDIO-NAME-001-032,klei entertainment,ACTIVE,STATUS_UNCERTAIN,VERIFIED_ACTIVE,SRC-DEC-STUDIO-NAME-001-063,SRC-DEC-STUDIO-NAME-001-064,independent-market-evidence-reviewer-codex-root,HIGH,NONE,CONSOLIDATED_VERIFIED
MV-B,CNT-DEC-STUDIO-NAME-001-033,CAN-DEC-STUDIO-NAME-001-033,subset games,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-reviewer-codex-root,MEDIUM,Qualifying evidence threshold not met; identity; claim support; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
MV-B,CNT-DEC-STUDIO-NAME-001-034,CAN-DEC-STUDIO-NAME-001-034,motion twin,ACTIVE,STATUS_UNCERTAIN,VERIFIED_ACTIVE,SRC-DEC-STUDIO-NAME-001-067,SRC-DEC-STUDIO-NAME-001-068,independent-market-evidence-reviewer-codex-root,HIGH,NONE,CONSOLIDATED_VERIFIED
MV-B,CNT-DEC-STUDIO-NAME-001-035,CAN-DEC-STUDIO-NAME-001-035,mega crit,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-reviewer-codex-root,MEDIUM,Qualifying evidence threshold not met; identity; claim support; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
MV-B,CNT-DEC-STUDIO-NAME-001-036,CAN-DEC-STUDIO-NAME-001-036,innersloth,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-reviewer-codex-root,MEDIUM,Qualifying evidence threshold not met; identity; claim support; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
MV-B,CNT-DEC-STUDIO-NAME-001-037,CAN-DEC-STUDIO-NAME-001-037,sabotage studio,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-reviewer-codex-root,MEDIUM,Qualifying evidence threshold not met; identity; claim support; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
MV-B,CNT-DEC-STUDIO-NAME-001-038,CAN-DEC-STUDIO-NAME-001-038,thunder lotus games,ACTIVE,STATUS_UNCERTAIN,VERIFIED_ACTIVE,SRC-DEC-STUDIO-NAME-001-075,SRC-DEC-STUDIO-NAME-001-076,independent-market-evidence-reviewer-codex-root,HIGH,NONE,CONSOLIDATED_VERIFIED
MV-B,CNT-DEC-STUDIO-NAME-001-039,CAN-DEC-STUDIO-NAME-001-039,finji,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-reviewer-codex-root,MEDIUM,Qualifying evidence threshold not met; identity; claim support; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
MV-B,CNT-DEC-STUDIO-NAME-001-040,CAN-DEC-STUDIO-NAME-001-040,the game bakers,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-reviewer-codex-root,MEDIUM,Qualifying evidence threshold not met; identity; claim support; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
MV-B,CNT-DEC-STUDIO-NAME-001-041,CAN-DEC-STUDIO-NAME-001-041,coffee stain studios,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-reviewer-codex-root,MEDIUM,Qualifying evidence threshold not met; identity; claim support; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
MV-B,CNT-DEC-STUDIO-NAME-001-042,CAN-DEC-STUDIO-NAME-001-042,ghost ship games,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-reviewer-codex-root,MEDIUM,Qualifying evidence threshold not met; identity; claim support; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
MV-B,CNT-DEC-STUDIO-NAME-001-043,CAN-DEC-STUDIO-NAME-001-043,iron gate studio,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-reviewer-codex-root,MEDIUM,Qualifying evidence threshold not met; identity; claim support; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
MV-B,CNT-DEC-STUDIO-NAME-001-044,CAN-DEC-STUDIO-NAME-001-044,landfall games,ACTIVE,STATUS_UNCERTAIN,VERIFIED_ACTIVE,SRC-DEC-STUDIO-NAME-001-087,SRC-DEC-STUDIO-NAME-001-088,independent-market-evidence-reviewer-codex-root,HIGH,NONE,CONSOLIDATED_VERIFIED
MV-B,CNT-DEC-STUDIO-NAME-001-045,CAN-DEC-STUDIO-NAME-001-045,no more robots,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-reviewer-codex-root,MEDIUM,Qualifying evidence threshold not met; identity; claim support; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
MV-B,CNT-DEC-STUDIO-NAME-001-046,CAN-DEC-STUDIO-NAME-001-046,failbetter games,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-reviewer-codex-root,MEDIUM,Qualifying evidence threshold not met; identity; claim support; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
MV-B,CNT-DEC-STUDIO-NAME-001-047,CAN-DEC-STUDIO-NAME-001-047,weather factory,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-reviewer-codex-root,MEDIUM,Qualifying evidence threshold not met; identity; claim support; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
MV-B,CNT-DEC-STUDIO-NAME-001-048,CAN-DEC-STUDIO-NAME-001-048,hello games,ACTIVE,STATUS_UNCERTAIN,VERIFIED_ACTIVE,SRC-DEC-STUDIO-NAME-001-095,SRC-DEC-STUDIO-NAME-001-096,independent-market-evidence-reviewer-codex-root,HIGH,NONE,CONSOLIDATED_VERIFIED
MV-B,CNT-DEC-STUDIO-NAME-001-049,CAN-DEC-STUDIO-NAME-001-049,ustwo games,ACTIVE,STATUS_UNCERTAIN,VERIFIED_ACTIVE,SRC-DEC-STUDIO-NAME-001-097,SRC-DEC-STUDIO-NAME-001-098,independent-market-evidence-reviewer-codex-root,HIGH,NONE,CONSOLIDATED_VERIFIED
MV-B,CNT-DEC-STUDIO-NAME-001-050,CAN-DEC-STUDIO-NAME-001-050,triband,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-reviewer-codex-root,MEDIUM,Qualifying evidence threshold not met; identity; claim support; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
MV-B,CNT-DEC-STUDIO-NAME-001-051,CAN-DEC-STUDIO-NAME-001-051,frictional games,ACTIVE,STATUS_UNCERTAIN,VERIFIED_ACTIVE,SRC-DEC-STUDIO-NAME-001-101,SRC-DEC-STUDIO-NAME-001-102,independent-market-evidence-reviewer-codex-root,HIGH,NONE,CONSOLIDATED_VERIFIED
MV-B,CNT-DEC-STUDIO-NAME-001-052,CAN-DEC-STUDIO-NAME-001-052,image form games,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-reviewer-codex-root,MEDIUM,Qualifying evidence threshold not met; identity; claim support; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
MV-B,CNT-DEC-STUDIO-NAME-001-053,CAN-DEC-STUDIO-NAME-001-053,zoink games,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-reviewer-codex-root,MEDIUM,Qualifying evidence threshold not met; identity; claim support; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
MV-B,CNT-DEC-STUDIO-NAME-001-054,CAN-DEC-STUDIO-NAME-001-054,red thread games,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-reviewer-codex-root,MEDIUM,Qualifying evidence threshold not met; identity; claim support; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
MV-B,CNT-DEC-STUDIO-NAME-001-055,CAN-DEC-STUDIO-NAME-001-055,housemarque,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-reviewer-codex-root,MEDIUM,Qualifying evidence threshold not met; identity; claim support; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
MV-B,CNT-DEC-STUDIO-NAME-001-056,CAN-DEC-STUDIO-NAME-001-056,frozenbyte,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-reviewer-codex-root,MEDIUM,Qualifying evidence threshold not met; identity; claim support; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
MV-B,CNT-DEC-STUDIO-NAME-001-057,CAN-DEC-STUDIO-NAME-001-057,colossal order,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-reviewer-codex-root,MEDIUM,Qualifying evidence threshold not met; identity; claim support; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
MV-B,CNT-DEC-STUDIO-NAME-001-058,CAN-DEC-STUDIO-NAME-001-058,sad owl studios,ACTIVE,STATUS_UNCERTAIN,VERIFIED_ACTIVE,SRC-DEC-STUDIO-NAME-001-115,SRC-DEC-STUDIO-NAME-001-116,independent-market-evidence-reviewer-codex-root,HIGH,NONE,CONSOLIDATED_VERIFIED
MV-B,CNT-DEC-STUDIO-NAME-001-059,CAN-DEC-STUDIO-NAME-001-059,masomo,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-reviewer-codex-root,MEDIUM,Qualifying evidence threshold not met; identity; claim support; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
MV-B,CNT-DEC-STUDIO-NAME-001-060,CAN-DEC-STUDIO-NAME-001-060,panicbarn,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-reviewer-codex-root,MEDIUM,Qualifying evidence threshold not met; identity; claim support; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
MV-C,CNT-DEC-STUDIO-NAME-001-061,CAN-DEC-STUDIO-NAME-001-061,chucklefish,ACTIVE,STATUS_UNCERTAIN,VERIFIED_ACTIVE,SRC-DEC-STUDIO-NAME-001-121,SRC-DEC-STUDIO-NAME-001-122,quality-assurance-director,HIGH,NONE,CONSOLIDATED_VERIFIED
MV-C,CNT-DEC-STUDIO-NAME-001-062,CAN-DEC-STUDIO-NAME-001-062,mediatonic,ACTIVE,STATUS_UNCERTAIN,VERIFIED_ACTIVE,SRC-DEC-STUDIO-NAME-001-123,SRC-DEC-STUDIO-NAME-001-124,quality-assurance-director,HIGH,NONE,CONSOLIDATED_VERIFIED
MV-C,CNT-DEC-STUDIO-NAME-001-063,CAN-DEC-STUDIO-NAME-001-063,aggro crab,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,quality-assurance-director,HIGH,Qualifying evidence threshold not met; identity; claim support; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
MV-C,CNT-DEC-STUDIO-NAME-001-064,CAN-DEC-STUDIO-NAME-001-064,heart machine,ACTIVE,STATUS_UNCERTAIN,VERIFIED_ACTIVE,SRC-DEC-STUDIO-NAME-001-127,SRC-DEC-STUDIO-NAME-001-128,quality-assurance-director,HIGH,NONE,CONSOLIDATED_VERIFIED
MV-C,CNT-DEC-STUDIO-NAME-001-065,CAN-DEC-STUDIO-NAME-001-065,night school studio,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,quality-assurance-director,HIGH,Qualifying evidence threshold not met; identity; claim support; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
MV-C,CNT-DEC-STUDIO-NAME-001-066,CAN-DEC-STUDIO-NAME-001-066,mobius digital,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,quality-assurance-director,HIGH,Qualifying evidence threshold not met; identity; claim support; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
MV-C,CNT-DEC-STUDIO-NAME-001-067,CAN-DEC-STUDIO-NAME-001-067,drinkbox studios,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,quality-assurance-director,HIGH,Qualifying evidence threshold not met; identity; claim support; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
MV-C,CNT-DEC-STUDIO-NAME-001-068,CAN-DEC-STUDIO-NAME-001-068,kitfox games,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,quality-assurance-director,HIGH,Qualifying evidence threshold not met; identity; claim support; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
MV-C,CNT-DEC-STUDIO-NAME-001-069,CAN-DEC-STUDIO-NAME-001-069,brace yourself games,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,quality-assurance-director,HIGH,Qualifying evidence threshold not met; identity; claim support; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
MV-C,CNT-DEC-STUDIO-NAME-001-070,CAN-DEC-STUDIO-NAME-001-070,freebird games,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,quality-assurance-director,HIGH,Qualifying evidence threshold not met; identity; claim support; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
MV-C,CNT-DEC-STUDIO-NAME-001-071,CAN-DEC-STUDIO-NAME-001-071,studio mdhr,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,quality-assurance-director,HIGH,Qualifying evidence threshold not met; identity; claim support; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
MV-C,CNT-DEC-STUDIO-NAME-001-072,CAN-DEC-STUDIO-NAME-001-072,team cherry,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,quality-assurance-director,HIGH,Qualifying evidence threshold not met; identity; claim support; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
MV-C,CNT-DEC-STUDIO-NAME-001-073,CAN-DEC-STUDIO-NAME-001-073,witch beam,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,quality-assurance-director,HIGH,Qualifying evidence threshold not met; identity; claim support; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
MV-C,CNT-DEC-STUDIO-NAME-001-074,CAN-DEC-STUDIO-NAME-001-074,beethoven dinosaur,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,quality-assurance-director,HIGH,Qualifying evidence threshold not met; identity; claim support; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
