Verification Batch ID,Counted Sample ID,Canonical Entity ID,Normalized Entity Name,Current Status,Primary Counted Layer,Region,Existing Source IDs,Required Independent Source Count,Required Primary Source Count,Assigned Reviewer Role,Verification Status,Notes
MV-E,CNT-DEC-STUDIO-NAME-001-132,CAN-DEC-STUDIO-NAME-001-132,bohemia interactive,STATUS_UNCERTAIN,Strateji/MMO üreticileri,Avrupa,SRC-DEC-STUDIO-NAME-001-263;SRC-DEC-STUDIO-NAME-001-264,2,1,quality-assurance-director,NOT_STARTED,Existing evidence requires live independent verification; no status change in partition setup.
MV-E,CNT-DEC-STUDIO-NAME-001-133,CAN-DEC-STUDIO-NAME-001-133,egosoft,STATUS_UNCERTAIN,Strateji/MMO üreticileri,Avrupa,SRC-DEC-STUDIO-NAME-001-265;SRC-DEC-STUDIO-NAME-001-266,2,1,quality-assurance-director,NOT_STARTED,Existing evidence requires live independent verification; no status change in partition setup.
MV-E,CNT-DEC-STUDIO-NAME-001-134,CAN-DEC-STUDIO-NAME-001-134,wargaming,STATUS_UNCERTAIN,Strateji/MMO üreticileri,Avrupa,SRC-DEC-STUDIO-NAME-001-267;SRC-DEC-STUDIO-NAME-001-268,2,1,quality-assurance-director,NOT_STARTED,Existing evidence requires live independent verification; no status change in partition setup.
MV-E,CNT-DEC-STUDIO-NAME-001-135,CAN-DEC-STUDIO-NAME-001-135,gaijin entertainment,STATUS_UNCERTAIN,Strateji/MMO üreticileri,Avrupa,SRC-DEC-STUDIO-NAME-001-269;SRC-DEC-STUDIO-NAME-001-270,2,1,quality-assurance-director,NOT_STARTED,Existing evidence requires live independent verification; no status change in partition setup.
MV-E,CNT-DEC-STUDIO-NAME-001-136,CAN-DEC-STUDIO-NAME-001-136,ccp games,STATUS_UNCERTAIN,Strateji/MMO üreticileri,Avrupa,SRC-DEC-STUDIO-NAME-001-271;SRC-DEC-STUDIO-NAME-001-272,2,1,quality-assurance-director,NOT_STARTED,Existing evidence requires live independent verification; no status change in partition setup.
MV-E,CNT-DEC-STUDIO-NAME-001-137,CAN-DEC-STUDIO-NAME-001-137,jagex,STATUS_UNCERTAIN,Strateji/MMO üreticileri,Avrupa,SRC-DEC-STUDIO-NAME-001-273;SRC-DEC-STUDIO-NAME-001-274,2,1,quality-assurance-director,NOT_STARTED,Existing evidence requires live independent verification; no status change in partition setup.
MV-E,CNT-DEC-STUDIO-NAME-001-138,CAN-DEC-STUDIO-NAME-001-138,frontier developments,STATUS_UNCERTAIN,Strateji/MMO üreticileri,Avrupa,SRC-DEC-STUDIO-NAME-001-275;SRC-DEC-STUDIO-NAME-001-276,2,1,quality-assurance-director,NOT_STARTED,Existing evidence requires live independent verification; no status change in partition setup.
MV-E,CNT-DEC-STUDIO-NAME-001-139,CAN-DEC-STUDIO-NAME-001-139,funcom,STATUS_UNCERTAIN,Strateji/MMO üreticileri,Avrupa,SRC-DEC-STUDIO-NAME-001-277;SRC-DEC-STUDIO-NAME-001-278,2,1,quality-assurance-director,NOT_STARTED,Existing evidence requires live independent verification; no status change in partition setup.
MV-E,CNT-DEC-STUDIO-NAME-001-140,CAN-DEC-STUDIO-NAME-001-140,standing stone games,STATUS_UNCERTAIN,Strateji/MMO üreticileri,Kuzey Amerika,SRC-DEC-STUDIO-NAME-001-279;SRC-DEC-STUDIO-NAME-001-280,2,1,quality-assurance-director,NOT_STARTED,Existing evidence requires live independent verification; no status change in partition setup.
MV-E,CNT-DEC-STUDIO-NAME-001-141,CAN-DEC-STUDIO-NAME-001-141,arenanet,STATUS_UNCERTAIN,Strateji/MMO üreticileri,Kuzey Amerika,SRC-DEC-STUDIO-NAME-001-281;SRC-DEC-STUDIO-NAME-001-282,2,1,quality-assurance-director,NOT_STARTED,Existing evidence requires live independent verification; no status change in partition setup.
MV-E,CNT-DEC-STUDIO-NAME-001-142,CAN-DEC-STUDIO-NAME-001-142,digital extremes,STATUS_UNCERTAIN,Strateji/MMO üreticileri,Kuzey Amerika,SRC-DEC-STUDIO-NAME-001-283;SRC-DEC-STUDIO-NAME-001-284,2,1,quality-assurance-director,NOT_STARTED,Existing evidence requires live independent verification; no status change in partition setup.
MV-E,CNT-DEC-STUDIO-NAME-001-143,CAN-DEC-STUDIO-NAME-001-143,grinding gear games,STATUS_UNCERTAIN,Strateji/MMO üreticileri,Diğer bölgeler,SRC-DEC-STUDIO-NAME-001-285;SRC-DEC-STUDIO-NAME-001-286,2,1,quality-assurance-director,NOT_STARTED,Existing evidence requires live independent verification; no status change in partition setup.
MV-E,CNT-DEC-STUDIO-NAME-001-144,CAN-DEC-STUDIO-NAME-001-144,smilegate rpg,STATUS_UNCERTAIN,Strateji/MMO üreticileri,Doğu Asya,SRC-DEC-STUDIO-NAME-001-287;SRC-DEC-STUDIO-NAME-001-288,2,1,quality-assurance-director,NOT_STARTED,Existing evidence requires live independent verification; no status change in partition setup.
MV-E,CNT-DEC-STUDIO-NAME-001-145,CAN-DEC-STUDIO-NAME-001-145,webzen,STATUS_UNCERTAIN,Strateji/MMO üreticileri,Doğu Asya,SRC-DEC-STUDIO-NAME-001-289;SRC-DEC-STUDIO-NAME-001-290,2,1,quality-assurance-director,NOT_STARTED,Existing evidence requires live independent verification; no status change in partition setup.
MV-E,CNT-DEC-STUDIO-NAME-001-146,CAN-DEC-STUDIO-NAME-001-146,imc games,STATUS_UNCERTAIN,Strateji/MMO üreticileri,Doğu Asya,SRC-DEC-STUDIO-NAME-001-291;SRC-DEC-STUDIO-NAME-001-292,2,1,quality-assurance-director,NOT_STARTED,Existing evidence requires live independent verification; no status change in partition setup.
MV-E,CNT-DEC-STUDIO-NAME-001-147,CAN-DEC-STUDIO-NAME-001-147,kakao games,STATUS_UNCERTAIN,Strateji/MMO üreticileri,Doğu Asya,SRC-DEC-STUDIO-NAME-001-293;SRC-DEC-STUDIO-NAME-001-294,2,1,quality-assurance-director,NOT_STARTED,Existing evidence requires live independent verification; no status change in partition setup.
MV-E,CNT-DEC-STUDIO-NAME-001-148,CAN-DEC-STUDIO-NAME-001-148,gravity,STATUS_UNCERTAIN,Strateji/MMO üreticileri,Doğu Asya,SRC-DEC-STUDIO-NAME-001-295;SRC-DEC-STUDIO-NAME-001-296,2,1,quality-assurance-director,NOT_STARTED,Existing evidence requires live independent verification; no status change in partition setup.
MV-E,CNT-DEC-STUDIO-NAME-001-149,CAN-DEC-STUDIO-NAME-001-149,riot games,STATUS_UNCERTAIN,Strateji/MMO üreticileri,Kuzey Amerika,SRC-DEC-STUDIO-NAME-001-297;SRC-DEC-STUDIO-NAME-001-298,2,1,quality-assurance-director,NOT_STARTED,Existing evidence requires live independent verification; no status change in partition setup.
MV-E,CNT-DEC-STUDIO-NAME-001-150,CAN-DEC-STUDIO-NAME-001-150,sandbox interactive,STATUS_UNCERTAIN,Strateji/MMO üreticileri,Avrupa,SRC-DEC-STUDIO-NAME-001-299;SRC-DEC-STUDIO-NAME-001-300,2,1,quality-assurance-director,NOT_STARTED,Existing evidence requires live independent verification; no status change in partition setup.
